equity
999317.7555335554
1000116.6009303684
1001033.7830913241
1001979.6264166381
1002390.9320096042
1007770.854197423
1009327.4276237363
1011029.4914320185
1018172.6930686245
1020751.9686612823
1027206.0792669356
1037147.1678759945
1042581.2308525614
1052364.6791672034
1054573.1439869215
1053374.597758718
1054591.361179154
1056168.8585660162
1060191.9137244448
1057403.6924845276
1057956.8251479317
1057336.6365111163
1058773.0344390639
1060554.9143157573
1062436.951153172
1063129.5355396857
1055582.887295375
1058207.144719483
1063025.255196957
1063738.5315826042
1062415.8747166633
1029456.3043799632
1035540.8660718353
1053224.767643576
1053029.7696300447
1063042.917124469
1061182.8135890437
1056013.309771562
1062545.0059074755
1064953.8599508295
1072387.7089780949
1067585.7092485933
1074858.9329812548
1070289.3201876257
1073228.1506975805
1069774.8156216566
1069019.2620487914
1063470.8812742739
1062987.544404538
1060418.489124373
1060298.162580767
1065698.232744217
1064506.7919040204
1064280.7427478228
1056651.040112453
1063001.426455483
1067213.9746225388
1067775.9741933972
1058564.2196823203
1054369.2753133907
1064506.9803684566
1069007.61698835
1072695.318340297
1084075.7246636706
1067282.1208981217
1072749.6953756427
1070216.7061659396
1066643.7327223632
1081063.5966974422
1092223.3571296711
1078060.6343533073
1082101.8605300176
1080070.9077821819
1081194.567628549
1086475.6646414972
1092153.8574609861
1085210.2978083289
1080726.7735205381
1080164.4601129408
1076695.184152643
1076182.618703639
1063599.9641467435
1060773.109356461
1057309.626538364
1049981.4845857548
1052363.4775407
1049774.6014157813
1056462.1087579872
1057138.1865579984
1057540.9955369246
1058012.2857706917
1053555.3070081368
1053446.6800361827
1052390.6818538678
1055042.173890574
1052072.917031793
1052553.4148372614
