round_kind,round_start,round_end,return_pct,sharpe_15m,max_dd_pct,trades,win_rate_pct,final_equity,max_gross_lev,risk_discipline,risk_discipline_clean,judge_score,leaderboard_proxy
round_2,2026-05-11 22:00:00,2026-05-12 22:00:00,4.813435529817323,0.09736581227798115,-3.2168525560979377,3,100.0,1048134.3552981731,18.0,100.0,True,89.0,32.75516760135649
round_3,2026-05-12 22:00:00,2026-05-13 22:00:00,0.0,0.0,0.0,0,0.0,1000000.0,0.0,100.0,True,38.0,25.0
finals,2026-05-13 22:00:00,2026-05-15 22:00:00,6.770367341731043,0.10581129517298105,-1.8840254480201768,3,100.0,1067703.6734173105,18.000000000000004,100.0,True,97.0,34.456653322008705
round_1,2026-05-17 22:00:00,2026-05-18 22:00:00,7.984675499542426,0.12677238566379476,-3.5733459676013046,3,100.0,1079846.7549954243,18.0,100.0,True,91.0,35.0532709545395
round_2,2026-05-18 22:00:00,2026-05-19 22:00:00,5.283498616796023,0.1111802524257508,-3.563423250287834,4,75.0,1052834.9861679603,20.1,100.0,True,91.0,33.16393554421404
round_3,2026-05-19 22:00:00,2026-05-20 22:00:00,0.0,0.0,0.0,0,0.0,1000000.0,0.0,100.0,True,38.0,25.0
finals,2026-05-20 22:00:00,2026-05-22 22:00:00,1.3586383314705408,0.01697442103518323,-6.562513460542774,3,66.66666666666667,1013586.3833147055,18.0,100.0,True,51.0,25.815390864707126
round_1,2026-05-24 22:00:00,2026-05-25 22:00:00,-0.7234481995702202,-0.01849529289326328,-2.431098744849902,3,33.333333333333336,992765.5180042977,18.0,100.0,True,16.0,23.204156803910195
round_2,2026-05-25 22:00:00,2026-05-26 22:00:00,1.3599744659356983,0.11399822742100058,-0.806612441827248,3,66.66666666666667,1013599.7446593569,18.0,100.0,True,72.0,30.8309902598809
round_3,2026-05-26 22:00:00,2026-05-27 22:00:00,0.0,0.0,0.0,0,0.0,1000000.0,0.0,100.0,True,38.0,25.0
finals,2026-05-27 22:00:00,2026-05-29 22:00:00,4.047398730759122,0.04878713262228804,-7.228834899204328,3,100.0,1040473.9873075911,18.0,100.0,True,81.0,29.188210507765135
round_1,2026-05-31 22:00:00,2026-06-01 22:00:00,5.446375047032115,0.11660021643965668,-4.082565160545181,3,66.66666666666667,1054463.7504703212,18.0,100.0,True,88.0,33.200077758840706
round_2,2026-06-01 22:00:00,2026-06-02 22:00:00,0.04181227820505562,0.004154885272854197,-4.67450997261627,3,33.333333333333336,1000418.1227820506,18.0,100.0,True,26.0,24.535836362493807
round_3,2026-06-02 22:00:00,2026-06-03 22:00:00,0.0,0.0,0.0,0,0.0,1000000.0,0.0,100.0,True,38.0,25.0
finals,2026-06-03 22:00:00,2026-06-05 22:00:00,2.8157371940109144,0.04491572459708821,-4.398346381253393,3,100.0,1028157.3719401092,18.0,100.0,True,84.0,28.55705030847404
round_1,2026-06-07 22:00:00,2026-06-08 22:00:00,0.21145135482540933,0.007454396441684467,-4.9816272991552335,3,66.66666666666667,1002114.513548254,18.0,100.0,True,26.0,24.773491675588723
round_2,2026-06-08 22:00:00,2026-06-09 22:00:00,-1.122335695764809,-0.0390992707218374,-3.9703401810784134,3,33.333333333333336,988776.6430423519,18.0,100.0,True,13.0,21.663850449711
round_3,2026-06-09 22:00:00,2026-06-10 22:00:00,0.0,0.0,0.0,0,0.0,1000000.0,0.0,100.0,True,38.0,25.0
finals,2026-06-10 22:00:00,2026-06-12 22:00:00,0.4660240453775,0.10689980296747668,-1.2923934157874961,3,100.0,1004660.2404537749,18.0,100.0,True,36.0,30.132357819396123
