equity
999615.8518037373
1000771.3064818654
1000953.3271364162
998471.6167295072
998133.356335315
996896.7595676982
993918.7460529716
997353.6939235653
1000789.5938821068
1004325.145153801
1004957.586153301
1003852.1505637399
1005589.5763733638
1007029.0503411884
1004949.3450914464
1004978.7709037088
1003180.0189259131
1004347.599030159
1005289.8276520104
1003090.3983052187
1003292.7480495819
1001949.6160819931
1007483.713751405
1008402.591017867
1006808.6954375069
1004398.6784514472
1003975.7241488812
1003341.7697665301
1000131.0936497372
1000953.3509820204
1000836.9631196416
1001178.6560852331
997764.2626130361
1001771.4961795388
1000541.7084021938
994924.8279852154
999649.4608551837
1001685.1746858442
1006408.6457345501
1004434.9930541748
1001583.3696586161
1001015.8155811073
998769.552363719
999895.5563443133
1003208.2757789486
1005262.1030979698
1006402.0144911562
1005053.3782485547
1004909.331576951
1005084.3171006726
1004224.0929429632
1006386.1844105019
1009056.6421471786
1007461.9044203289
1011655.877524841
1009686.5919952424
1010455.1929329378
1011735.206794475
1007288.7562611039
1007890.3564596925
1025133.3768263793
1028370.8292492202
1035763.559928576
1038352.3620735658
1033889.1731578384
1033914.134641662
1032185.4245607408
1028572.1200828927
1027106.967991368
1020520.9220631529
1022769.9612003914
1022635.9908127423
1027345.2060652039
1024045.7780637908
1022242.4189249685
1010715.3962174146
1015841.0267588587
1008117.1492815419
1008946.5692813867
1011836.9063928673
1013344.0023182008
1015636.4878049181
1016415.6447111606
1025185.9388668103
1021587.4558439134
1020503.7658547261
1020264.2815178008
1020256.7496290242
1020296.3994943112
1021505.5811572516
1019844.5157408249
1022186.0698006457
1022081.0486726122
1019911.395374623
1017323.6435078861
1017327.4741308944
1020106.0625681842
