equity
999861.7169216338
1000237.3563122774
998953.3555148415
998235.4054854455
999004.2418210785
997149.1029598495
998225.0229857994
997935.2427026016
1001289.1607725585
1001099.5894833743
997561.8331777407
1000969.8046110951
1000484.5805610399
999832.5438937527
999093.4611770962
998217.0928659306
1000389.8044749652
1001224.2465941869
1001434.6203487772
999495.492382185
1001868.2722918334
1000905.8245404449
1000420.8659690557
1002460.8592999977
1001108.0367750404
1001601.7787256391
999872.1261050615
1000288.8883574172
1000494.7395424199
1001838.4837585756
1004130.0543066052
1004022.6429507957
1005027.4708419691
1004676.9045179741
1004440.0226121474
1000781.9170410329
1003897.1836161006
1002731.4506094565
1003040.2983007288
1003020.9375707811
1000766.1434795061
1002803.5064774718
1001930.9785039137
1001733.437533924
1000330.0817306571
1001571.6070228149
1003295.515553585
1004302.2200033161
1003767.8691100661
1003592.7666369348
1002467.7751224063
1001482.5291575
1000175.6145787825
998389.7713804094
995439.1481948451
995668.3525585579
997613.655571874
1000984.5555131161
1006246.3671465991
1001008.9937532959
1003976.256729517
1005288.9718709714
1012600.9159770269
1008351.8100530222
1009003.9021284932
1005785.4197073699
1005690.1005328031
1003274.7293045627
1002272.8344813347
1003348.2348128082
1001529.4845454645
1000726.3840663693
1003037.1570276051
1003045.4594002563
1002082.9434296464
1001473.8048048923
1000042.2402268592
999758.5965055748
997241.471221008
1001236.0525406423
1001751.5166392798
1000323.4582147625
999532.0246447066
998293.1811171928
995885.8360280684
995713.6239455795
997637.2565558252
994960.1406272304
993356.5132157874
994236.4088882839
992859.6522566857
992856.884419576
994286.3505248757
994112.9475270009
994143.177262252
993511.4688164784
990314.5049749565
