ts,0
2026-06-02 22:00:00,999879.2360893792
2026-06-02 22:15:00,1000601.6022357327
2026-06-02 22:30:00,1000316.79383843
2026-06-02 22:45:00,999190.582552747
2026-06-02 23:00:00,998515.0164888905
2026-06-02 23:15:00,997435.5141385479
2026-06-02 23:30:00,996781.2522020777
2026-06-02 23:45:00,996465.1835287018
2026-06-03 00:00:00,997779.3980910741
2026-06-03 00:15:00,999838.0922561269
2026-06-03 00:30:00,1000634.4170404618
2026-06-03 00:45:00,1000454.7390811658
2026-06-03 01:00:00,1000435.3104220069
2026-06-03 01:15:00,1001810.655631039
2026-06-03 01:30:00,1002840.764093352
2026-06-03 01:45:00,1001843.3968042376
2026-06-03 02:00:00,1002750.6767210012
2026-06-03 02:15:00,1001725.8196833174
2026-06-03 02:30:00,1001616.4297103084
2026-06-03 02:45:00,1001374.454121786
2026-06-03 03:00:00,1001382.1081373665
2026-06-03 03:15:00,1000659.5389926664
2026-06-03 03:30:00,1001184.8122566234
2026-06-03 03:45:00,1000468.755849418
2026-06-03 04:00:00,999619.5405331597
2026-06-03 04:15:00,997885.0735831672
2026-06-03 04:30:00,999036.3773471316
2026-06-03 04:45:00,998576.4446797521
2026-06-03 05:00:00,999132.5819770504
2026-06-03 05:15:00,995441.8596429146
2026-06-03 05:30:00,994676.4148553563
2026-06-03 05:45:00,992800.4861514434
2026-06-03 06:00:00,987669.4801020174
2026-06-03 06:15:00,985907.7877585524
2026-06-03 06:30:00,987112.856620683
2026-06-03 06:45:00,989430.4592041832
2026-06-03 07:00:00,992862.9378795039
2026-06-03 07:15:00,988109.6680880709
2026-06-03 07:30:00,997173.1679008654
2026-06-03 07:45:00,994712.6155048937
2026-06-03 08:00:00,992863.2770285418
2026-06-03 08:15:00,993854.3763174672
2026-06-03 08:30:00,990671.1450118923
2026-06-03 08:45:00,991577.0793178611
2026-06-03 09:00:00,993929.7575984134
2026-06-03 09:15:00,991448.0376725817
2026-06-03 09:30:00,993249.913110074
2026-06-03 09:45:00,992865.9677478008
2026-06-03 10:00:00,993884.7686216823
2026-06-03 10:15:00,992998.3984804212
2026-06-03 10:30:00,994015.8724828875
2026-06-03 10:45:00,994912.6087408487
2026-06-03 11:00:00,995806.474879707
2026-06-03 11:15:00,996434.2799327847
2026-06-03 11:30:00,996146.9778701881
2026-06-03 11:45:00,996376.9980407783
2026-06-03 12:00:00,996115.5124295282
2026-06-03 12:15:00,995098.7375230457
2026-06-03 12:30:00,992577.9830260922
2026-06-03 12:45:00,990977.0763562433
2026-06-03 13:00:00,991134.546935201
2026-06-03 13:15:00,989535.8635424004
2026-06-03 13:30:00,986344.8756814789
2026-06-03 13:45:00,985404.015329839
2026-06-03 14:00:00,989294.273450028
2026-06-03 14:15:00,987616.6942834632
2026-06-03 14:30:00,984674.509589476
2026-06-03 14:45:00,992207.2110297044
2026-06-03 15:00:00,986280.8707609748
2026-06-03 15:15:00,988934.1133082691
2026-06-03 15:30:00,988033.0762705831
2026-06-03 15:45:00,986297.1632843701
2026-06-03 16:00:00,979297.2064792155
2026-06-03 16:15:00,979250.3088817715
2026-06-03 16:30:00,975338.6357223729
2026-06-03 16:45:00,979062.0897055512
2026-06-03 17:00:00,977280.8576996605
2026-06-03 17:15:00,973682.261683453
2026-06-03 17:30:00,973247.5145141754
2026-06-03 17:45:00,973369.5384904954
2026-06-03 18:00:00,971191.6658708159
2026-06-03 18:15:00,973243.1407614093
2026-06-03 18:30:00,972320.8849832652
2026-06-03 18:45:00,972889.7836129031
2026-06-03 19:00:00,973253.5432498122
2026-06-03 19:15:00,973184.7832298416
2026-06-03 19:30:00,973327.682424578
2026-06-03 19:45:00,973062.6496039145
2026-06-03 20:00:00,973291.694433311
2026-06-03 20:15:00,972900.9351356725
2026-06-03 20:30:00,972539.7669070144
2026-06-03 20:45:00,972742.0419608557
2026-06-03 21:00:00,973644.572600307
2026-06-03 21:15:00,973374.9078072383
2026-06-03 21:30:00,973833.7956615828
2026-06-03 21:45:00,973671.9450636678
2026-06-03 22:00:00,971952.6321772123
