symbol,side,sleeve,open_ts,close_ts,pnl,pair,notional,entry_price,exit_price,gross_pnl,cost,duration_bars,exit_reason,sl_price,tp_price,signal_info,round_kind,round_start,direction,leverage_x,price_chg_pct,pnl_eq_pct,duration_min,exit_label
XRPUSD,1,mtf,2026-05-12 19:00:00,2026-05-12 22:00:00,902.7419418060244,XRPUSD,6000000.0,1.4402999877929688,1.4417999982833862,6248.741941806024,5346.0,12,eod,1.4354732948351725,0.0,MTF XRPUSD EMA-sig=+0.0022 L,round_2,2026-05-11 22:00:00,LONG,6.0,0.1041,0.0903,180,Held to round-end (EOD)
EURUSD,-1,css,2026-05-12 19:00:00,2026-05-12 22:00:00,315.8047558169975,EURUSD/USDCHF,524999.9999999999,1.174425,1.173775,354.4711167962455,38.666360979248026,12,eod,,0.0,CSS z=+1.65 on EURUSD/USDCHF,round_2,2026-05-11 22:00:00,SHORT,0.52,0.0553,0.0316,180,Held to round-end (EOD)
SOLUSD,-1,mtf,2026-05-13 00:00:00,2026-05-13 00:30:00,-30840.042604989885,SOLUSD,6000000.0,94.13999938964844,94.54000091552734,-25494.042604989885,5346.0,2,stop_loss,94.42241938781737,0.0,MTF SOLUSD EMA-sig=-0.0023 S,round_3,2026-05-12 22:00:00,SHORT,6.0,-0.4249,-3.084,30,MTF stop-loss hit (<-1.8% equity draw on position)
XRPUSD,1,mtf,2026-05-13 01:00:00,2026-05-13 07:00:00,41918.11291999977,XRPUSD,6000000.0,1.4471999406814575,1.4586000442504883,47264.11291999977,5346.0,24,max_hold,1.4430154461755476,0.0,MTF XRPUSD EMA-sig=+0.0017 L,round_3,2026-05-12 22:00:00,LONG,6.0,0.7877,4.1918,360,Max hold reached — time stop triggered
XRPUSD,1,mtf,2026-05-13 07:15:00,2026-05-13 10:45:00,-15209.180399249937,XRPUSD,6000000.0,1.4600000381469727,1.4575999975204468,-9863.180399249937,5346.0,14,ema_reversal,1.4556183470445079,0.0,MTF XRPUSD EMA-sig=+0.0018 L,round_3,2026-05-12 22:00:00,LONG,6.0,-0.1644,-1.5209,210,MTF EMA crossed back — trend reversed
SOLUSD,-1,mtf,2026-05-13 10:45:00,2026-05-13 16:45:00,244126.50016364243,SOLUSD,6000000.0,94.76000213623047,90.81999969482422,249472.50016364243,5346.0,24,max_hold,95.03854846789515,0.0,MTF SOLUSD EMA-sig=-0.0028 S,round_3,2026-05-12 22:00:00,SHORT,6.0,4.1579,24.4127,360,Max hold reached — time stop triggered
SOLUSD,-1,mtf,2026-05-13 16:45:00,2026-05-13 18:15:00,-36396.510170608,SOLUSD,6000000.0,90.81999969482422,91.29000091552734,-31050.510170608002,5346.0,6,stop_loss,91.15202255304958,0.0,MTF SOLUSD EMA-sig=-0.0085 S,round_3,2026-05-12 22:00:00,SHORT,6.0,-0.5175,-3.6397,90,MTF stop-loss hit (<-1.8% equity draw on position)
SOLUSD,-1,mtf,2026-05-13 18:15:00,2026-05-13 22:00:00,18314.900870272173,SOLUSD,6000000.0,91.29000091552734,90.93000030517578,23660.900870272173,5346.0,15,eod,91.61230999890034,0.0,MTF SOLUSD EMA-sig=-0.0024 S,round_3,2026-05-12 22:00:00,SHORT,6.0,0.3943,1.8315,225,Held to round-end (EOD)
AUDUSD,-1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,15797.585995928284,AUDUSD,3024848.5542466827,0.725875,0.7220650000000001,15876.938855422371,79.35285949408652,96,finals_bank,,0.7244232500000001,pre_ret=+0.179% rank=6/6 (strongest) vol=0.00040 wt=0.14 notional_x=3.0x,finals,2026-05-13 22:00:00,SHORT,3.02,0.5249,1.5798,1440,Banked at Finals +24h profit-take
EURUSD,-1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,20131.20942860542,EURUSD,4908098.093307422,1.171745,1.1669150000000001,20231.4614448315,100.25201622608117,96,finals_bank,,1.1694015100000001,pre_ret=+0.088% rank=5/6 (strongest) vol=0.00024 wt=0.22 notional_x=4.9x,finals,2026-05-13 22:00:00,SHORT,4.91,0.4122,2.0131,1440,Banked at Finals +24h profit-take
USDCAD,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,3721.8501977563137,USDCAD,4583287.099323097,1.37054,1.37169,3845.7689408706997,123.91874311438585,96,finals_bank,,1.3732810800000002,pre_ret=+0.079% rank=3/6 (weakest) vol=0.00026 wt=0.21 notional_x=4.6x,finals,2026-05-13 22:00:00,LONG,4.58,0.0839,0.3722,1440,Banked at Finals +24h profit-take
USDJPY,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,20478.762880814327,USDJPY,5759510.353089215,157.8245,158.38850000000002,20582.126597217266,103.3637164029402,96,finals_bank,,158.140149,pre_ret=+0.026% rank=2/6 (weakest) vol=0.00021 wt=0.26 notional_x=5.8x,finals,2026-05-13 22:00:00,LONG,5.76,0.3574,2.0479,1440,Banked at Finals +24h profit-take
USDCHF,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,11100.911440467435,USDCHF,3724255.900033583,0.7815150000000001,0.7838750000000001,11246.417438026809,145.50599755937316,96,finals_bank,,0.7830780300000001,pre_ret=-0.036% rank=1/6 (weakest) vol=0.00032 wt=0.17 notional_x=3.7x,finals,2026-05-13 22:00:00,LONG,3.72,0.302,1.1101,1440,Banked at Finals +24h profit-take
XRPUSD,-1,mtf,2026-05-14 22:00:00,2026-05-15 04:00:00,42676.269150770124,XRPUSD,6000000.0,1.4993000030517578,1.4873000383377075,48022.269150770124,5346.0,24,max_hold,1.504115804968047,0.0,MTF XRPUSD EMA-sig=-0.0020 S,finals,2026-05-13 22:00:00,SHORT,6.0,0.8004,4.2676,360,Max hold reached — time stop triggered
ETHUSD,-1,mtf,2026-05-15 04:00:00,2026-05-15 10:00:00,31669.18379114836,ETHUSD,6000000.0,2270.75,2258.239990234375,33055.18379114836,1386.0000000000005,24,max_hold,2278.2980283172146,0.0,MTF ETHUSD EMA-sig=-0.0024 S,finals,2026-05-13 22:00:00,SHORT,6.0,0.5509,3.1669,360,Max hold reached — time stop triggered
XRPUSD,-1,mtf,2026-05-15 10:00:00,2026-05-15 10:45:00,-37247.77089583645,XRPUSD,6000000.0,1.4670000076293945,1.4747999906539917,-31901.770895836456,5346.0,3,stop_loss,1.4720096276845602,0.0,MTF XRPUSD EMA-sig=-0.0015 S,finals,2026-05-13 22:00:00,SHORT,6.0,-0.5317,-3.7248,45,MTF stop-loss hit (<-1.8% equity draw on position)
SOLUSD,-1,mtf,2026-05-15 12:15:00,2026-05-15 17:45:00,64659.34351548903,SOLUSD,6000000.0,90.8499984741211,89.79000091552734,70005.34351548903,5346.0,22,ema_reversal,91.14863083176581,0.0,MTF SOLUSD EMA-sig=-0.0020 S,finals,2026-05-13 22:00:00,SHORT,6.0,1.1668,6.4659,330,MTF EMA crossed back — trend reversed
SOLUSD,1,mtf,2026-05-15 18:00:00,2026-05-15 19:00:00,-37371.132123076444,SOLUSD,6000000.0,89.93000030517578,89.44999694824219,-32025.132123076448,5346.0,4,stop_loss,89.61838991970237,0.0,MTF SOLUSD EMA-sig=+0.0019 L,finals,2026-05-13 22:00:00,LONG,6.0,-0.5338,-3.7371,60,MTF stop-loss hit (<-1.8% equity draw on position)
XRPUSD,-1,mtf,2026-05-15 19:00:00,2026-05-15 22:00:00,4695.310535745084,XRPUSD,6000000.0,1.4341000318527222,1.4316999912261963,10041.310535745084,5346.0,12,eod,1.4388854533361621,0.0,MTF XRPUSD EMA-sig=-0.0026 S,finals,2026-05-13 22:00:00,SHORT,6.0,0.1674,0.4695,180,Held to round-end (EOD)
EURUSD,1,css,2026-05-17 23:15:00,2026-05-18 01:45:00,-244.48049145628067,EURUSD/USDCHF,750000.0,1.161975,1.161745,-210.39626440025324,34.084227056027416,10,z_reversion,,0.0,CSS z=-2.04 on EURUSD/USDCHF,round_1,2026-05-17 22:00:00,LONG,0.75,-0.0198,-0.0244,150,CSS z-score reverted (|z| <= 0.10) — mean-reversion complete
AUDUSD,1,css,2026-05-17 23:00:00,2026-05-18 03:00:00,-2586.4360924447997,AUDUSD/USDCAD,750000.0,0.7148450000000001,0.712615,-2552.3636016773485,34.07249076745117,16,max_hold,,0.0,CSS z=-1.33 on AUDUSD/USDCAD,round_1,2026-05-17 22:00:00,LONG,0.75,-0.312,-0.2586,240,Max hold reached — time stop triggered
EURUSD,-1,css,2026-05-18 04:00:00,2026-05-18 05:00:00,840.2389412347595,EURUSD/USDCHF,750000.0,1.162565,1.161855,891.9066535620357,51.66771232727612,4,z_reversion,,0.0,CSS z=+1.90 on EURUSD/USDCHF,round_1,2026-05-17 22:00:00,SHORT,0.75,0.0611,0.084,60,CSS z-score reverted (|z| <= 0.10) — mean-reversion complete
ETHUSD,-1,mtf,2026-05-18 00:00:00,2026-05-18 06:00:00,3229.1400004148522,ETHUSD,6000000.0,2118.9599609375,2117.330078125,4615.140000414853,1386.0000000000005,24,max_hold,2125.2952764180814,0.0,MTF ETHUSD EMA-sig=-0.0138 S,round_1,2026-05-17 22:00:00,SHORT,6.0,0.0769,0.3229,360,Max hold reached — time stop triggered
EURUSD,-1,css,2026-05-18 06:00:00,2026-05-18 10:00:00,-1521.4805698779724,EURUSD/USDCHF,750000.0,1.1628150000000002,1.163545,-1476.8859702848636,44.5945995931087,16,max_hold,,0.0,CSS z=+2.08 on EURUSD/USDCHF,round_1,2026-05-17 22:00:00,SHORT,0.75,-0.0628,-0.1521,240,Max hold reached — time stop triggered
AUDUSD,-1,css,2026-05-18 06:30:00,2026-05-18 10:30:00,-1391.5189818428942,AUDUSD/USDCAD,750000.0,0.714245,0.7153450000000001,-1351.4787569032792,40.040224939614916,16,max_hold,,0.0,CSS z=+1.73 on AUDUSD/USDCAD,round_1,2026-05-17 22:00:00,SHORT,0.75,-0.154,-0.1392,240,Max hold reached — time stop triggered
XRPUSD,-1,mtf,2026-05-18 06:00:00,2026-05-18 11:30:00,-41735.733299983185,XRPUSD,6000000.0,1.3849999904632568,1.393399953842163,-36389.733299983185,5346.0,22,stop_loss,1.3891537197292703,0.0,MTF XRPUSD EMA-sig=-0.0029 S,round_1,2026-05-17 22:00:00,SHORT,6.0,-0.6065,-4.1736,330,MTF stop-loss hit (<-1.8% equity draw on position)
ETHUSD,1,mtf,2026-05-18 11:30:00,2026-05-18 13:30:00,-34233.2861527318,ETHUSD,6000000.0,2135.3701171875,2123.679931640625,-32847.2861527318,1386.0000000000005,8,stop_loss,2129.286719724934,0.0,MTF ETHUSD EMA-sig=+0.0021 L,round_1,2026-05-17 22:00:00,LONG,6.0,-0.5475,-3.4233,120,MTF stop-loss hit (<-1.8% equity draw on position)
AUDUSD,-1,css,2026-05-18 11:30:00,2026-05-18 14:00:00,659.6361040558003,AUDUSD/USDCAD,750000.0,0.716555,0.716335,699.6460933431924,40.009989287392195,10,z_reversion,,0.0,CSS z=+1.64 on AUDUSD/USDCAD,round_1,2026-05-17 22:00:00,SHORT,0.75,0.0307,0.066,150,CSS z-score reverted (|z| <= 0.10) — mean-reversion complete
ETHUSD,1,mtf,2026-05-18 13:30:00,2026-05-18 14:00:00,-2855.203122850038,ETHUSD,6000000.0,2123.679931640625,2123.159912109375,-1469.203122850038,1386.0000000000005,2,ema_reversal,2117.8580627923934,0.0,MTF ETHUSD EMA-sig=+0.0017 L,round_1,2026-05-17 22:00:00,LONG,6.0,-0.0245,-0.2855,30,MTF EMA crossed back — trend reversed
EURUSD,-1,css,2026-05-18 11:30:00,2026-05-18 14:30:00,1093.1120193491893,EURUSD/USDCHF,750000.0,1.1649150000000001,1.164285,1127.203956739653,34.091937390463684,12,z_reversion,,0.0,CSS z=+1.91 on EURUSD/USDCHF,round_1,2026-05-17 22:00:00,SHORT,0.75,0.0541,0.1093,180,CSS z-score reverted (|z| <= 0.10) — mean-reversion complete
BTCUSD,-1,mtf,2026-05-18 14:00:00,2026-05-18 19:30:00,-14253.41179781214,BTCUSD,6000000.0,76653.3828125,76826.203125,-13527.41179781214,726.0000000000001,22,ema_reversal,76862.90185878682,0.0,MTF BTCUSD EMA-sig=-0.0023 S,round_1,2026-05-17 22:00:00,SHORT,6.0,-0.2255,-1.4253,330,MTF EMA crossed back — trend reversed
EURUSD,-1,css,2026-05-18 16:00:00,2026-05-18 20:00:00,-1007.5064511105928,EURUSD/USDCHF,750000.0,1.1654250000000002,1.1657350000000002,-973.4080343306028,34.09841677998996,16,max_hold,,0.0,CSS z=+1.39 on EURUSD/USDCHF,round_1,2026-05-17 22:00:00,SHORT,0.75,-0.0266,-0.1008,240,Max hold reached — time stop triggered
AUDUSD,1,css,2026-05-18 18:45:00,2026-05-18 22:00:00,3019.664463056901,AUDUSD/USDCAD,750000.0,0.714875,0.7171150000000001,3053.6745358012154,34.01007274431451,13,eod,,0.0,CSS z=-1.68 on AUDUSD/USDCAD,round_1,2026-05-17 22:00:00,LONG,0.75,0.3133,0.302,195,Held to round-end (EOD)
SOLUSD,1,mtf,2026-05-18 19:30:00,2026-05-18 22:00:00,46993.82184109554,SOLUSD,6000000.0,84.83000183105469,85.56999969482422,52339.82184109554,5346.0,10,eod,84.60123616111167,0.0,MTF SOLUSD EMA-sig=+0.0024 L,round_1,2026-05-17 22:00:00,LONG,6.0,0.8723,4.6994,150,Held to round-end (EOD)
EURUSD,-1,css,2026-05-18 20:00:00,2026-05-18 22:00:00,-444.83876697488745,EURUSD/USDCHF,750000.0,1.1657350000000002,1.165975,-221.35921634883204,223.47955062605539,8,eod,,0.0,CSS z=+2.00 on EURUSD/USDCHF,round_1,2026-05-17 22:00:00,SHORT,0.75,-0.0206,-0.0445,120,Held to round-end (EOD)
AUDUSD,-1,coc,2026-05-18 22:00:00,2026-05-19 00:30:00,5860.547641339619,AUDUSD,2876395.204439909,0.7171150000000001,0.715635,5936.376874798709,75.82923345909005,10,coc_tp,,0.7156807700000001,pre_ret=+0.212% rank=5/6 (strongest) vol=0.00069 wt=0.13 notional_x=2.9x,round_2,2026-05-18 22:00:00,SHORT,2.88,0.2064,0.5861,150,"COC take-profit hit (+0.30% price move) — banked, re-entering"
SOLUSD,1,mtf,2026-05-19 00:30:00,2026-05-19 01:15:00,-43205.37630102243,SOLUSD,6000000.0,85.58000183105469,85.04000091552734,-37859.37630102243,5346.0,3,stop_loss,85.31775465682738,0.0,MTF SOLUSD EMA-sig=+0.0026 L,round_2,2026-05-18 22:00:00,LONG,6.0,-0.631,-4.3205,45,MTF stop-loss hit (<-1.8% equity draw on position)
USDCHF,1,coc,2026-05-18 22:00:00,2026-05-19 03:45:00,7913.237309473817,USDCHF,3739096.3364078295,0.784095,0.7857850000000001,8059.065302711772,145.82799323795578,23,coc_tp,,0.78566319,pre_ret=-0.147% rank=1/6 (weakest) vol=0.00053 wt=0.17 notional_x=3.7x,round_2,2026-05-18 22:00:00,LONG,3.74,0.2155,0.7913,345,"COC take-profit hit (+0.30% price move) — banked, re-entering"
GBPUSD,-1,coc,2026-05-18 22:00:00,2026-05-19 04:45:00,6429.525902308982,GBPUSD,3170544.4408590095,1.3433650000000001,1.3406150000000001,6490.415644565989,60.88974225700693,27,coc_tp,,1.3406782700000002,pre_ret=+0.526% rank=6/6 (strongest) vol=0.00063 wt=0.14 notional_x=3.2x,round_2,2026-05-18 22:00:00,SHORT,3.17,0.2047,0.643,405,"COC take-profit hit (+0.30% price move) — banked, re-entering"
USDJPY,1,coc,2026-05-18 22:00:00,2026-05-19 07:00:00,10769.157147261496,USDJPY,5275838.506868067,158.80450000000002,159.13150000000002,10863.66690960193,94.50976234043372,36,coc_tp,,159.12210900000002,pre_ret=-0.088% rank=2/6 (weakest) vol=0.00038 wt=0.24 notional_x=5.3x,round_2,2026-05-18 22:00:00,LONG,5.28,0.2059,1.0769,540,"COC take-profit hit (+0.30% price move) — banked, re-entering"
XRPUSD,-1,mtf,2026-05-19 03:45:00,2026-05-19 07:30:00,-28347.485438229884,XRPUSD,6000000.0,1.3825000524520874,1.3877999782562256,-23001.485438229884,5346.0,15,stop_loss,1.3865579533103745,0.0,MTF XRPUSD EMA-sig=-0.0016 S,round_2,2026-05-18 22:00:00,SHORT,6.0,-0.3834,-2.8347,225,MTF stop-loss hit (<-1.8% equity draw on position)
EURUSD,1,css,2026-05-19 03:45:00,2026-05-19 07:45:00,23.146207779476832,EURUSD/USDCHF,524999.9999999999,1.16412,1.163485,54.36694451985687,31.22073674038004,16,max_hold,,0.0,CSS z=-1.67 on EURUSD/USDCHF,round_2,2026-05-18 22:00:00,LONG,0.52,-0.0545,0.0023,240,Max hold reached — time stop triggered
BTCUSD,1,mtf,2026-05-19 07:30:00,2026-05-19 09:00:00,-18885.903331774975,BTCUSD,6000000.0,77197.03125,76963.3828125,-18159.903331774975,726.0000000000001,6,stop_loss,76976.183775346,0.0,MTF BTCUSD EMA-sig=+0.0020 L,round_2,2026-05-18 22:00:00,LONG,6.0,-0.3027,-1.8886,90,MTF stop-loss hit (<-1.8% equity draw on position)
USDCAD,1,coc,2026-05-18 22:00:00,2026-05-19 10:15:00,13802.629565243977,USDCAD,6938125.511425187,1.373755,1.376525,13989.836373041551,187.2068077975739,49,coc_tp,,1.3765025100000001,pre_ret=-0.016% rank=3/6 (weakest) vol=0.00029 wt=0.32 notional_x=6.9x,round_2,2026-05-18 22:00:00,LONG,6.94,0.2016,1.3803,735,"COC take-profit hit (+0.30% price move) — banked, re-entering"
AUDUSD,1,css,2026-05-19 10:15:00,2026-05-19 11:30:00,876.2458103972824,AUDUSD/USDCAD,524999.9999999999,0.7118950000000001,0.712045,900.1082683383452,23.86245794106271,5,z_reversion,,0.0,CSS z=-1.32 on AUDUSD/USDCAD,round_2,2026-05-18 22:00:00,LONG,0.52,0.0211,0.0876,75,CSS z-score reverted (|z| <= 0.10) — mean-reversion complete
EURUSD,1,css,2026-05-19 08:00:00,2026-05-19 12:00:00,-1368.9236993151173,EURUSD/USDCHF,524999.9999999999,1.1628150000000002,1.1622050000000002,-1337.7362459511792,31.18745336393825,16,max_hold,,0.0,CSS z=-1.74 on EURUSD/USDCHF,round_2,2026-05-18 22:00:00,LONG,0.52,-0.0525,-0.1369,240,Max hold reached — time stop triggered
ETHUSD,-1,mtf,2026-05-19 09:15:00,2026-05-19 15:15:00,25601.938117509548,ETHUSD,6000000.0,2114.280029296875,2104.77001953125,26987.938117509548,1386.0000000000005,24,max_hold,2120.260795439448,0.0,MTF ETHUSD EMA-sig=-0.0030 S,round_2,2026-05-18 22:00:00,SHORT,6.0,0.4498,2.5602,360,Max hold reached — time stop triggered
EURUSD,1,css,2026-05-19 12:30:00,2026-05-19 16:30:00,-1047.4244158624297,EURUSD/USDCHF,524999.9999999999,1.1618050000000002,1.1608450000000001,-1023.5755762429575,23.848839619472244,16,max_hold,,0.0,CSS z=-1.39 on EURUSD/USDCHF,round_2,2026-05-18 22:00:00,LONG,0.52,-0.0826,-0.1047,240,Max hold reached — time stop triggered
SOLUSD,-1,mtf,2026-05-19 15:15:00,2026-05-19 16:30:00,-40996.623239471104,SOLUSD,6000000.0,84.1500015258789,84.6500015258789,-35650.623239471104,5346.0,5,stop_loss,84.39659319115206,0.0,MTF SOLUSD EMA-sig=-0.0023 S,round_2,2026-05-18 22:00:00,SHORT,6.0,-0.5942,-4.0997,75,MTF stop-loss hit (<-1.8% equity draw on position)
ETHUSD,1,mtf,2026-05-19 16:45:00,2026-05-19 17:45:00,-17549.544737881177,ETHUSD,6000000.0,2119.570068359375,2113.860107421875,-16163.544737881175,1386.0000000000005,4,stop_loss,2113.7674219414607,0.0,MTF ETHUSD EMA-sig=+0.0016 L,round_2,2026-05-18 22:00:00,LONG,6.0,-0.2694,-1.755,60,MTF stop-loss hit (<-1.8% equity draw on position)
GBPUSD,-1,coc,2026-05-19 05:00:00,2026-05-19 22:00:00,1707.2225133156278,GBPUSD,3170544.4408590095,1.3408350000000002,1.3397350000000001,2601.064922190539,893.8424088749114,68,eod,,1.3381533300000001,pre_ret=+0.526% rank=6/6 (strongest) vol=0.00063 wt=0.14 notional_x=3.2x [re-entry after TP],round_2,2026-05-18 22:00:00,SHORT,3.17,0.082,0.1707,1020,Held to round-end (EOD)
USDJPY,1,coc,2026-05-19 07:15:00,2026-05-19 22:00:00,-1497.176202801802,USDJPY,5275838.506868067,159.1055,159.06650000000002,-1293.2155190599804,203.96068374182153,59,eod,,159.423711,pre_ret=-0.088% rank=2/6 (weakest) vol=0.00038 wt=0.24 notional_x=5.3x [re-entry after TP],round_2,2026-05-18 22:00:00,LONG,5.28,-0.0245,-0.1497,885,Held to round-end (EOD)
USDCAD,1,coc,2026-05-19 11:30:00,2026-05-19 22:00:00,65.0289744146688,USDCAD,6938125.511425187,1.3744550000000002,1.374505,252.3955135459944,187.3665391313256,42,eod,,1.3772039100000002,pre_ret=-0.016% rank=3/6 (weakest) vol=0.00029 wt=0.32 notional_x=6.9x [re-entry after TP],round_2,2026-05-18 22:00:00,LONG,6.94,0.0036,0.0065,630,Held to round-end (EOD)
