symbol,side,sleeve,open_ts,close_ts,pnl,pair,notional,entry_price,exit_price,gross_pnl,cost,duration_bars,exit_reason,sl_price,tp_price,signal_info,round_kind,round_start,direction,leverage_x,price_chg_pct,pnl_eq_pct,duration_min,exit_label
USDCAD,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,3721.8501977563137,USDCAD,4583287.099323097,1.37054,1.37169,3845.7689408706997,123.91874311438585,96,finals_bank,,1.3732810800000002,pre_ret=+0.079% rank=3/6 (weakest) vol=0.00026 wt=0.21 notional_x=4.6x,finals,2026-05-13 22:00:00,LONG,4.58,0.0839,0.3722,1440,Banked at Finals +24h profit-take
USDJPY,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,20478.762880814327,USDJPY,5759510.353089215,157.8245,158.38850000000002,20582.126597217266,103.3637164029402,96,finals_bank,,158.140149,pre_ret=+0.026% rank=2/6 (weakest) vol=0.00021 wt=0.26 notional_x=5.8x,finals,2026-05-13 22:00:00,LONG,5.76,0.3574,2.0479,1440,Banked at Finals +24h profit-take
USDCHF,1,coc,2026-05-13 22:00:00,2026-05-14 22:00:00,11100.911440467435,USDCHF,3724255.900033583,0.7815150000000001,0.7838750000000001,11246.417438026809,145.50599755937316,96,finals_bank,,0.7830780300000001,pre_ret=-0.036% rank=1/6 (weakest) vol=0.00032 wt=0.17 notional_x=3.7x,finals,2026-05-13 22:00:00,LONG,3.72,0.302,1.1101,1440,Banked at Finals +24h profit-take
GBPUSD,1,coc,2026-05-17 22:00:00,2026-05-18 06:30:00,7317.3048212065205,GBPUSD,3396728.0233245944,1.3319750000000001,1.33487,7382.6668124584,65.36199125187999,34,coc_tp,,1.3346389500000002,pre_ret=-0.282% rank=1/6 (weakest) vol=0.00051 wt=0.15 notional_x=3.4x,round_1,2026-05-17 22:00:00,LONG,3.4,0.2173,0.7317,510,"COC take-profit hit (+0.30% price move) — banked, re-entering"
USDCHF,-1,coc,2026-05-17 22:00:00,2026-05-18 07:15:00,11507.04744467077,USDCHF,4960484.065424818,0.7868650000000001,0.78502,11631.084240256174,124.03679558540303,37,coc_tp,,0.7852912700000001,pre_ret=+0.220% rank=6/6 (strongest) vol=0.00035 wt=0.23 notional_x=5.0x,round_1,2026-05-17 22:00:00,SHORT,4.96,0.2345,1.1507,555,"COC take-profit hit (+0.30% price move) — banked, re-entering"
EURUSD,1,coc,2026-05-17 22:00:00,2026-05-18 11:30:00,12266.482330838247,EURUSD,5534261.837169823,1.162315,1.1649150000000001,12379.67399254288,113.1916617046309,54,coc_tp,,1.16463963,pre_ret=-0.125% rank=2/6 (weakest) vol=0.00031 wt=0.25 notional_x=5.5x,round_1,2026-05-17 22:00:00,LONG,5.53,0.2237,1.2266,810,"COC take-profit hit (+0.30% price move) — banked, re-entering"
GBPUSD,1,coc,2026-05-18 06:45:00,2026-05-18 12:00:00,6928.700386170964,GBPUSD,3396728.0233245944,1.3355750000000002,1.3383250000000002,6993.992897547712,65.29251137674913,21,coc_tp,,1.3382461500000002,pre_ret=-0.282% rank=1/6 (weakest) vol=0.00051 wt=0.15 notional_x=3.4x [re-entry after TP],round_1,2026-05-17 22:00:00,LONG,3.4,0.2059,0.6929,315,"COC take-profit hit (+0.30% price move) — banked, re-entering"
AUDUSD,1,coc,2026-05-17 22:00:00,2026-05-18 12:30:00,10659.237887697094,AUDUSD,2976602.977132423,0.7152050000000001,0.7177850000000001,10737.67057137689,78.43268367979614,58,coc_tp,,0.7166354100000001,pre_ret=-0.097% rank=3/6 (weakest) vol=0.00058 wt=0.14 notional_x=3.0x,round_1,2026-05-17 22:00:00,LONG,2.98,0.3607,1.0659,870,"COC take-profit hit (+0.30% price move) — banked, re-entering"
AUDUSD,-1,css,2026-05-18 12:30:00,2026-05-18 14:00:00,2354.2661367267247,AUDUSD/USDCAD,750000.0,0.7177850000000001,0.716335,2394.276126014117,40.009989287392195,6,z_reversion,,0.0,CSS z=+2.35 on AUDUSD/USDCAD,round_1,2026-05-17 22:00:00,SHORT,0.75,0.202,0.2354,90,CSS z-score reverted (|z| <= 0.10) — mean-reversion complete
USDJPY,-1,coc,2026-05-17 22:00:00,2026-05-18 22:00:00,-350.54833144746584,USDJPY,5131923.096948343,158.79649999999998,158.80450000000002,-258.54086693254436,92.00746451492148,96,eod,,158.478907,pre_ret=+0.117% rank=5/6 (strongest) vol=0.00034 wt=0.23 notional_x=5.1x,round_1,2026-05-17 22:00:00,SHORT,5.13,-0.005,-0.0351,1440,Held to round-end (EOD)
USDCHF,-1,coc,2026-05-18 07:30:00,2026-05-18 22:00:00,5383.274786173823,USDCHF,4960484.065424818,0.7851650000000001,0.784095,6760.003247731767,1376.7284615579442,58,eod,,0.7835946700000002,pre_ret=+0.220% rank=6/6 (strongest) vol=0.00035 wt=0.23 notional_x=5.0x [re-entry after TP],round_1,2026-05-17 22:00:00,SHORT,4.96,0.1363,0.5383,870,Held to round-end (EOD)
EURUSD,1,coc,2026-05-18 11:45:00,2026-05-18 22:00:00,8491.377479020877,EURUSD,5534261.837169823,1.1641650000000001,1.165975,8604.462361672116,113.08488265123962,41,eod,,1.1664933300000002,pre_ret=-0.125% rank=2/6 (weakest) vol=0.00031 wt=0.25 notional_x=5.5x [re-entry after TP],round_1,2026-05-17 22:00:00,LONG,5.53,0.1555,0.8491,615,Held to round-end (EOD)
AUDUSD,1,coc,2026-05-18 14:00:00,2026-05-18 22:00:00,3162.7494864491796,AUDUSD,2976602.977132423,0.716335,0.7171150000000001,3241.1515871253564,78.40210067617664,32,eod,,0.7177676700000001,pre_ret=-0.097% rank=3/6 (weakest) vol=0.00058 wt=0.14 notional_x=3.0x [re-entry after TP],round_1,2026-05-17 22:00:00,LONG,2.98,0.1089,0.3163,480,Held to round-end (EOD)
AUDUSD,-1,coc,2026-05-18 22:00:00,2026-05-19 00:30:00,5860.547641339619,AUDUSD,2876395.204439909,0.7171150000000001,0.715635,5936.376874798709,75.82923345909005,10,coc_tp,,0.7156807700000001,pre_ret=+0.212% rank=5/6 (strongest) vol=0.00069 wt=0.13 notional_x=2.9x,round_2,2026-05-18 22:00:00,SHORT,2.88,0.2064,0.5861,150,"COC take-profit hit (+0.30% price move) — banked, re-entering"
USDCHF,1,coc,2026-05-18 22:00:00,2026-05-19 03:45:00,7913.237309473817,USDCHF,3739096.3364078295,0.784095,0.7857850000000001,8059.065302711772,145.82799323795578,23,coc_tp,,0.78566319,pre_ret=-0.147% rank=1/6 (weakest) vol=0.00053 wt=0.17 notional_x=3.7x,round_2,2026-05-18 22:00:00,LONG,3.74,0.2155,0.7913,345,"COC take-profit hit (+0.30% price move) — banked, re-entering"
AUDUSD,-1,coc,2026-05-19 00:45:00,2026-05-19 04:15:00,6761.940583991809,AUDUSD,2876395.204439909,0.7151100000000001,0.7134100000000001,6837.929615790536,75.98903179872723,14,coc_tp,,0.7136797800000001,pre_ret=+0.212% rank=5/6 (strongest) vol=0.00069 wt=0.13 notional_x=2.9x [re-entry after TP],round_2,2026-05-18 22:00:00,SHORT,2.88,0.2377,0.6762,210,"COC take-profit hit (+0.30% price move) — banked, re-entering"
GBPUSD,-1,coc,2026-05-18 22:00:00,2026-05-19 04:45:00,6429.525902308982,GBPUSD,3170544.4408590095,1.3433650000000001,1.3406150000000001,6490.415644565989,60.88974225700693,27,coc_tp,,1.3406782700000002,pre_ret=+0.526% rank=6/6 (strongest) vol=0.00063 wt=0.14 notional_x=3.2x,round_2,2026-05-18 22:00:00,SHORT,3.17,0.2047,0.643,405,"COC take-profit hit (+0.30% price move) — banked, re-entering"
