open_ts,close_ts,hold_seconds,open_price,close_price,qty,direction,realized_pnl,implied_pnl
2026-06-24 01:47:44.815000+00:00,2026-06-24 01:48:01.722000+00:00,16.907,62927.217,62937.14,1.0,short,-0.74,-9.923000000002503
2026-06-24 01:48:03.403000+00:00,2026-06-24 01:48:03.652000+00:00,0.249,62943.859,62944.138,1.0,short,-0.28,-0.2790000000022701
2026-06-24 01:48:07.742000+00:00,2026-06-24 01:48:13.582000+00:00,5.84,62947.374,62939.407,1.0,short,5.98,7.967000000004191
2026-06-24 01:48:20.678000+00:00,2026-06-24 01:48:26.553000+00:00,5.875,62927.512,62921.264,1.0,long,-5.07,-6.2479999999995925
2026-06-24 01:48:34.402000+00:00,2026-06-24 01:48:35.033000+00:00,0.631,62914.11,62914.096,1.0,long,-0.01,-0.014000000002852175
2026-06-24 01:48:35.402000+00:00,2026-06-24 01:48:39.332000+00:00,3.93,62914.072,62918.208,1.0,long,0.06,4.135999999998603
2026-06-24 01:48:47.993000+00:00,2026-06-24 01:48:51.434000+00:00,3.441,62923.155,62916.698,1.0,short,6.46,6.457000000002154
2026-06-24 01:48:53.885000+00:00,2026-06-24 01:48:54.115000+00:00,0.23,62917.518,62918.286,1.0,short,-0.77,-0.7680000000036671
2026-06-24 01:48:58.155000+00:00,2026-06-24 01:49:01.855000+00:00,3.7,62920.151,62922.277,1.0,short,-0.56,-2.1260000000038417
2026-06-24 01:49:03.514000+00:00,2026-06-24 01:49:04.755000+00:00,1.241,62927.36,62925.983,1.0,short,1.38,1.3770000000004075
2026-06-24 01:49:07.395000+00:00,2026-06-24 01:49:11.242000+00:00,3.847,62926.027,62923.992,1.0,short,2.03,2.0350000000034925
2026-06-24 01:49:12.095000+00:00,2026-06-24 01:49:13.354000+00:00,1.259,62924.051,62923.992,1.0,short,0.06,0.059000000001105946
2026-06-24 01:49:16.974000+00:00,2026-06-24 01:49:20.025000+00:00,3.051,62928.206,62920.424,1.0,short,7.78,7.781999999999243
2026-06-24 01:49:24.611000+00:00,2026-06-24 01:49:27.775000+00:00,3.164,62926.279,62927.973,1.0,short,1.46,-1.6939999999958673
2026-06-24 01:49:31.415000+00:00,2026-06-24 01:49:35.525000+00:00,4.11,62927.164,62916.241,1.0,short,10.92,10.922999999995227
2026-06-24 01:49:41.755000+00:00,2026-06-24 01:49:42.602000+00:00,0.847,62903.498,62904.355,1.0,long,0.86,0.8570000000036089
2026-06-24 01:49:42.715000+00:00,2026-06-24 01:49:46.645000+00:00,3.93,62906.857,62908.935,1.0,long,-1.82,2.077999999994063
2026-06-24 01:49:50.213000+00:00,2026-06-24 01:49:52.570000+00:00,2.357,62905.067,62908.004,1.0,long,3.15,2.936999999998079
2026-06-24 01:49:56.575000+00:00,2026-06-24 01:50:01.215000+00:00,4.64,62909.34,62912.771,1.0,long,2.59,3.4310000000041327
2026-06-24 01:50:04.444000+00:00,2026-06-24 01:50:08.354000+00:00,3.91,62914.622,62910.115,1.0,short,4.51,4.507000000005064
2026-06-24 01:50:09.402000+00:00,2026-06-24 01:50:13.641000+00:00,4.239,62909.862,62905.512,1.0,long,-4.86,-4.349999999998545
2026-06-24 01:50:18.143000+00:00,2026-06-24 01:50:28.683000+00:00,10.54,62917.04,62940.459,1.0,short,0.72,-23.419000000001688
2026-06-24 01:50:35.605000+00:00,2026-06-24 01:50:39.585000+00:00,3.98,62937.877,62937.436,1.0,short,0.44,0.44099999999889405
2026-06-24 01:50:47.424000+00:00,2026-06-24 01:50:54.065000+00:00,6.641,62949.928,62952.645,1.0,short,-2.71,-2.716999999996915
2026-06-24 01:50:56.125000+00:00,2026-06-24 01:51:00.165000+00:00,4.04,62954.178,62953.393,1.0,short,0.79,0.7850000000034925
2026-06-24 01:51:02.835000+00:00,2026-06-24 01:51:07.037000+00:00,4.202,62941.789,62943.533,1.0,long,1.74,1.7440000000060536
2026-06-24 01:51:13.702000+00:00,2026-06-24 01:51:21.394000+00:00,7.692,62936.081,62920.993,1.0,long,-0.3,-15.0879999999961
2026-06-24 01:51:25.438000+00:00,2026-06-24 01:51:34.095000+00:00,8.657,62914.283,62923.583,1.0,long,8.32,9.299999999995634
2026-06-24 01:51:36.464000+00:00,2026-06-24 01:51:37.205000+00:00,0.741,62960.506,62961.896,1.0,short,-1.39,-1.389999999999418
2026-06-24 01:51:41.235000+00:00,2026-06-24 01:51:47.461000+00:00,6.226,62951.966,62949.117,1.0,short,7.81,2.849000000001979
2026-06-24 01:51:51.421000+00:00,2026-06-24 01:51:58.444000+00:00,7.023,62945.939,62940.022,1.0,long,-0.49,-5.917000000001281
2026-06-24 01:52:03.715000+00:00,2026-06-24 01:52:06.164000+00:00,2.449,62941.808,62937.322,1.0,short,4.49,4.485999999997148
2026-06-24 01:52:10.015000+00:00,2026-06-24 01:52:11.036000+00:00,1.021,62936.641,62935.182,1.0,short,1.46,1.4590000000025611
2026-06-24 01:52:15.087000+00:00,2026-06-24 01:52:28.624000+00:00,13.537,62949.408,62921.646,1.0,short,16.54,27.762000000002445
2026-06-24 01:52:35.015000+00:00,2026-06-24 01:52:42.275000+00:00,7.26,62923.879,62915.323,1.0,short,7.6,8.556000000004133
2026-06-24 01:52:45.315000+00:00,2026-06-24 01:52:46.554000+00:00,1.2389999999999999,62912.001,62910.56,1.0,short,1.44,1.440999999998894
2026-06-24 01:52:50.715000+00:00,2026-06-24 01:53:11.992000+00:00,21.277,62906.232,62911.054,1.0,short,12.21,-4.8219999999928405
2026-06-24 01:53:16.712000+00:00,2026-06-24 01:53:24.112000+00:00,7.4,62914.88,62936.884,1.0,short,-2.13,-22.004000000000815
2026-06-24 01:53:28.173000+00:00,2026-06-24 01:53:33.803000+00:00,5.63,62954.543,62951.072,1.0,short,-0.8,3.47099999999773
2026-06-24 01:53:37.871000+00:00,2026-06-24 01:53:40.519000+00:00,2.648,62958.518,62960.081,1.0,short,0.04,-1.5630000000019209
2026-06-24 01:53:44.574000+00:00,2026-06-24 01:53:56.482000+00:00,11.908,62960.593,62963.724,1.0,short,1.07,-3.1310000000012224
2026-06-24 01:54:06.243000+00:00,2026-06-24 01:54:11.612000+00:00,5.369,62965.28,62964.254,1.0,short,-0.21,1.025999999998021
2026-06-24 01:54:14.856000+00:00,2026-06-24 01:54:16.503000+00:00,1.647,62964.096,62964.734,1.0,short,-0.64,-0.6379999999990105
2026-06-24 01:54:20.554000+00:00,2026-06-24 01:54:26.614000+00:00,6.06,62973.511,62976.444,1.0,short,0.43,-2.93300000000454
2026-06-24 01:54:27.645000+00:00,2026-06-24 01:54:31.831000+00:00,4.186,62974.309,62963.692,1.0,short,10.61,10.61699999999837
2026-06-24 01:54:39.755000+00:00,2026-06-24 01:54:45.835000+00:00,6.08,62965.044,62959.095,1.0,short,0.21,5.949000000000524
2026-06-24 01:54:46.484000+00:00,2026-06-24 01:54:50.504000+00:00,4.02,62960.056,62964.777,1.0,short,-4.72,-4.721000000005006
2026-06-24 01:54:52.934000+00:00,2026-06-24 01:54:56.985000+00:00,4.051,62957.505,62958.156,1.0,long,0.65,0.6510000000052969
2026-06-24 01:55:06.824000+00:00,2026-06-24 01:55:10.695000+00:00,3.871,62963.92,62950.356,1.0,short,13.56,13.563999999998487
2026-06-24 01:55:14.895000+00:00,2026-06-24 01:55:17.173000+00:00,2.278,62944.8,62957.247,1.0,long,12.45,12.447000000000116
2026-06-24 01:55:18.015000+00:00,2026-06-24 01:55:21.654000+00:00,3.6390000000000002,62956.28,62952.894,1.0,long,-7.64,-3.385999999998603
2026-06-24 01:55:24.555000+00:00,2026-06-24 01:55:24.846000+00:00,0.291,62933.003,62933.183,1.0,long,0.18,0.18000000000029104
2026-06-24 01:55:28.795000+00:00,2026-06-24 01:55:40.355000+00:00,11.56,62928.334,62923.948,1.0,long,6.52,-4.386000000005879
2026-06-24 01:55:46.004000+00:00,2026-06-24 01:55:46.875000+00:00,0.871,62930.515,62929.49,1.0,short,0.01,1.0250000000014552
2026-06-24 01:55:51.066000+00:00,2026-06-24 01:55:58.485000+00:00,7.419,62929.108,62923.998,1.0,short,4.47,5.110000000000582
2026-06-24 01:56:02.575000+00:00,2026-06-24 01:56:08.475000+00:00,5.9,62934.374,62963.339,1.0,short,-28.95,-28.964999999996508
2026-06-24 01:56:15.294000+00:00,2026-06-24 01:56:16.144000+00:00,0.85,62930.721,62920.086,1.0,short,10.64,10.634999999994761
2026-06-24 01:56:20.184000+00:00,2026-06-24 01:56:26.264000+00:00,6.08,62922.413,62932.374,1.0,short,0.7,-9.961000000002969
2026-06-24 01:56:28.471000+00:00,2026-06-24 01:56:32.344000+00:00,3.873,62929.039,62924.177,1.0,short,4.86,4.861999999993714
2026-06-24 01:56:33.852000+00:00,2026-06-24 01:56:37.845000+00:00,3.993,62921.809,62921.593,1.0,long,-0.22,-0.21600000000034925
2026-06-24 01:56:39.255000+00:00,2026-06-24 01:56:40.313000+00:00,1.058,62921.631,62922.181,1.0,short,-0.55,-0.5499999999956344
2026-06-24 01:56:44.354000+00:00,2026-06-24 01:56:49.954000+00:00,5.6,62924.951,62920.872,1.0,short,0.65,4.0789999999979045
2026-06-24 01:56:50.624000+00:00,2026-06-24 01:56:54.691000+00:00,4.067,62923.183,62919.128,1.0,short,4.06,4.055000000000291
2026-06-24 01:56:57.716000+00:00,2026-06-24 01:57:01.885000+00:00,4.169,62915.676,62925.352,1.0,long,9.68,9.675999999999476
2026-06-24 01:57:03.344000+00:00,2026-06-24 01:57:05.583000+00:00,2.239,62925.175,62925.703,1.0,short,-0.53,-0.5279999999984284
2026-06-24 01:57:09.665000+00:00,2026-06-24 01:57:15.924000+00:00,6.259,62928.508,62938.226,1.0,short,-2.88,-9.718000000000757
2026-06-24 01:57:19.965000+00:00,2026-06-24 01:57:30.944000+00:00,10.979,62937.86,62936.127,1.0,short,2.03,1.7330000000001746
2026-06-24 01:57:35.925000+00:00,2026-06-24 01:57:39.287000+00:00,3.362,62938.567,62931.753,1.0,short,5.65,6.814000000005763
2026-06-24 01:57:43.155000+00:00,2026-06-24 01:57:47.195000+00:00,4.04,62933.753,62931.714,1.0,short,2.04,2.0389999999970314
2026-06-24 01:57:50.035000+00:00,2026-06-24 01:57:54.085000+00:00,4.05,62929.361,62925.714,1.0,short,3.65,3.646999999997206
2026-06-24 01:57:54.905000+00:00,2026-06-24 01:57:58.533000+00:00,3.628,62924.62,62914.015,1.0,long,-10.61,-10.605000000003201
2026-06-24 01:57:59.992000+00:00,2026-06-24 01:58:04.083000+00:00,4.091,62910.817,62917.704,1.0,long,6.89,6.886999999995169
2026-06-24 01:58:10.524000+00:00,2026-06-24 01:58:19.213000+00:00,8.689,62923.301,62919.193,1.0,short,10.05,4.108000000000175
2026-06-24 01:58:30.633000+00:00,2026-06-24 01:58:41.543000+00:00,10.91,62937.001,62907.461,1.0,short,5.63,29.539999999993597
2026-06-24 01:58:45.383000+00:00,2026-06-24 01:58:49.433000+00:00,4.05,62910.035,62905.29,1.0,short,4.75,4.745000000002619
2026-06-24 01:58:54.083000+00:00,2026-06-24 01:58:58.123000+00:00,4.04,62904.522,62903.357,1.0,short,1.17,1.1649999999935972
2026-06-24 01:59:00.153000+00:00,2026-06-24 01:59:04.282000+00:00,4.129,62904.403,62890.284,1.0,short,14.12,14.118999999998778
2026-06-24 01:59:08.693000+00:00,2026-06-24 01:59:12.773000+00:00,4.08,62884.753,62884.785,1.0,long,0.03,0.03200000000651926
2026-06-24 01:59:14.774000+00:00,2026-06-24 01:59:18.820000+00:00,4.046,62885.1,62887.512,1.0,long,2.41,2.4120000000039
2026-06-24 01:59:30.305000+00:00,2026-06-24 01:59:49.895000+00:00,19.59,62886.792,62876.686,1.0,long,-0.11,-10.105999999999767
2026-06-24 01:59:50.127000+00:00,2026-06-24 01:59:51.876000+00:00,1.749,62874.834,62881.947,1.0,long,3.06,7.112999999997555
2026-06-24 01:59:55.044000+00:00,2026-06-24 01:59:59.103000+00:00,4.059,62879.939,62880.527,1.0,long,-3.38,0.588000000003376
2026-06-24 02:00:02.154000+00:00,2026-06-24 02:00:03.673000+00:00,1.5190000000000001,62882.204,62917.28,1.0,long,26.47,35.07600000000093
2026-06-24 02:00:03.913000+00:00,2026-06-24 02:00:07.985000+00:00,4.072,62916.029,62959.816,1.0,long,40.06,43.786999999996624
2026-06-24 02:00:09.234000+00:00,2026-06-24 02:00:09.474000+00:00,0.24,62956.71,62956.862,1.0,short,-0.15,-0.15200000000186265
2026-06-24 02:00:13.514000+00:00,2026-06-24 02:00:19.404000+00:00,5.89,62951.431,62938.872,1.0,short,11.55,12.55899999999383
2026-06-24 02:00:22.235000+00:00,2026-06-24 02:00:26.294000+00:00,4.059,62932.333,62937.465,1.0,long,5.13,5.131999999997788
2026-06-24 02:00:27.317000+00:00,2026-06-24 02:00:28.356000+00:00,1.039,62933.249,62931.418,1.0,long,-6.3,-1.831000000005588
2026-06-24 02:00:30.405000+00:00,2026-06-24 02:00:32.664000+00:00,2.259,62930.168,62926.103,1.0,long,-8.52,-4.064999999995052
2026-06-24 02:00:35.304000+00:00,2026-06-24 02:00:37.145000+00:00,1.841,62917.429,62916.209,1.0,long,-5.32,-1.2199999999938882
2026-06-24 02:00:41.195000+00:00,2026-06-24 02:00:46.245000+00:00,5.05,62912.839,62913.03,1.0,long,-1.24,0.19099999999889405
2026-06-24 02:00:50.874000+00:00,2026-06-24 02:01:00.376000+00:00,9.502,62912.749,62895.657,1.0,long,1.64,-17.09200000000419
2026-06-24 02:01:04.155000+00:00,2026-06-24 02:01:08.205000+00:00,4.05,62895.606,62890.766,1.0,short,4.84,4.8399999999965075
2026-06-24 02:01:14.665000+00:00,2026-06-24 02:01:16.285000+00:00,1.62,62879.719,62883.333,1.0,long,2.2,3.614000000001397
2026-06-24 02:01:16.725000+00:00,2026-06-24 02:01:20.184000+00:00,3.459,62882.555,62880.41,1.0,long,-5.22,-2.1449999999967986
2026-06-24 02:01:20.623000+00:00,2026-06-24 02:01:22.056000+00:00,1.433,62886.597,62881.79,1.0,long,-4.81,-4.8070000000006985
2026-06-24 02:01:26.105000+00:00,2026-06-24 02:01:34.385000+00:00,8.28,62876.981,62864.813,1.0,long,1.61,-12.167999999997846
2026-06-24 02:01:35.035000+00:00,2026-06-24 02:01:39.075000+00:00,4.04,62861.937,62869.651,1.0,long,7.63,7.713999999999942
2026-06-24 02:01:46.125000+00:00,2026-06-24 02:01:50.185000+00:00,4.06,62853.918,62865.762,1.0,long,11.84,11.844000000004598
2026-06-24 02:01:56.843000+00:00,2026-06-24 02:02:03.125000+00:00,6.282,62890.492,62881.908,1.0,short,9.39,8.583999999995285
2026-06-24 02:02:04.765000+00:00,2026-06-24 02:02:08.815000+00:00,4.05,62891.75,62880.009,1.0,short,11.74,11.741000000001804
2026-06-24 02:02:09.044000+00:00,2026-06-24 02:02:10.691000+00:00,1.647,62882.035,62877.442,1.0,long,-4.59,-4.593000000000757
2026-06-24 02:02:14.741000+00:00,2026-06-24 02:02:19.981000+00:00,5.24,62870.146,62880.178,1.0,long,6.07,10.031999999999243
2026-06-24 02:02:25.231000+00:00,2026-06-24 02:02:41.355000+00:00,16.124,62882.456,62898.941,1.0,short,0.14,-16.485000000000582
2026-06-24 02:02:42.994000+00:00,2026-06-24 02:02:44.825000+00:00,1.831,62913.825,62893.518,1.0,short,17.49,20.3070000000007
2026-06-24 02:02:48.868000+00:00,2026-06-24 02:02:53.524000+00:00,4.656,62899.818,62884.124,1.0,short,11.21,15.693999999995867
2026-06-24 02:02:54.555000+00:00,2026-06-24 02:02:55.593000+00:00,1.038,62880.515,62883.783,1.0,short,-3.27,-3.268000000003667
2026-06-24 02:02:59.653000+00:00,2026-06-24 02:03:18.203000+00:00,18.55,62867.357,62856.378,1.0,short,11.67,10.979000000006636
2026-06-24 02:03:23.222000+00:00,2026-06-24 02:03:23.662000+00:00,0.44,62846.764,62847.119,1.0,long,0.36,0.35499999999592546
2026-06-24 02:03:25.903000+00:00,2026-06-24 02:03:29.953000+00:00,4.05,62838.977,62843.173,1.0,long,-0.95,4.196000000003551
2026-06-24 02:03:34.793000+00:00,2026-06-24 02:03:40.083000+00:00,5.29,62833.65,62829.559,1.0,long,2.17,-4.091000000000349
2026-06-24 02:03:40.922000+00:00,2026-06-24 02:03:44.174000+00:00,3.252,62829.032,62830.004,1.0,long,-2.53,0.9720000000015716
2026-06-24 02:03:44.612000+00:00,2026-06-24 02:03:48.659000+00:00,4.047,62829.989,62829.195,1.0,long,-5.12,-0.794000000001688
2026-06-24 02:03:54.111000+00:00,2026-06-24 02:03:58.933000+00:00,4.822,62845.144,62834.453,1.0,short,7.94,10.690999999998894
2026-06-24 02:03:59.553000+00:00,2026-06-24 02:04:03.613000+00:00,4.06,62834.083,62842.074,1.0,long,7.99,7.991000000001804
2026-06-24 02:04:05.863000+00:00,2026-06-24 02:04:08.954000+00:00,3.091,62833.946,62837.542,1.0,long,3.6,3.59599999999773
2026-06-24 02:04:09.753000+00:00,2026-06-24 02:04:11.803000+00:00,2.05,62831.27,62830.933,1.0,long,-4.91,-0.33699999999953434
2026-06-24 02:04:15.846000+00:00,2026-06-24 02:04:25.144000+00:00,9.298,62827.148,62827.115,1.0,long,1.81,-0.033000000003085006
2026-06-24 02:04:39.625000+00:00,2026-06-24 02:04:43.855000+00:00,4.23,62809.485,62813.689,1.0,long,4.61,4.2039999999979045
2026-06-24 02:04:46.085000+00:00,2026-06-24 02:04:47.325000+00:00,1.24,62809.867,62809.866,1.0,long,0.0,-0.000999999996565748
2026-06-24 02:04:49.975000+00:00,2026-06-24 02:04:52.415000+00:00,2.44,62807.84,62808.151,1.0,long,-3.52,0.3110000000015134
2026-06-24 02:04:52.855000+00:00,2026-06-24 02:04:56.945000+00:00,4.09,62807.819,62816.178,1.0,long,4.59,8.35899999999674
2026-06-24 02:04:59.533000+00:00,2026-06-24 02:05:03.605000+00:00,4.072,62819.291,62794.605,1.0,short,23.44,24.685999999994237
2026-06-24 02:05:04.634000+00:00,2026-06-24 02:05:05.885000+00:00,1.251,62797.161,62786.948,1.0,short,10.21,10.213000000003376
2026-06-24 02:05:08.944000+00:00,2026-06-24 02:05:12.976000+00:00,4.032,62779.108,62777.526,1.0,short,1.58,1.5820000000021537
2026-06-24 02:05:16.035000+00:00,2026-06-24 02:05:20.095000+00:00,4.06,62784.299,62783.723,1.0,short,0.58,0.5760000000009313
2026-06-24 02:05:26.934000+00:00,2026-06-24 02:05:29.182000+00:00,2.248,62768.149,62784.37,1.0,long,16.22,16.221000000005006
2026-06-24 02:05:31.823000+00:00,2026-06-24 02:05:35.873000+00:00,4.05,62780.898,62783.192,1.0,long,-1.47,2.294000000001688
2026-06-24 02:05:49.143000+00:00,2026-06-24 02:05:51.373000+00:00,2.23,62799.735,62791.123,1.0,short,8.18,8.61200000000099
2026-06-24 02:05:55.423000+00:00,2026-06-24 02:06:06.989000+00:00,11.566,62798.385,62805.26,1.0,short,3.68,-6.875
2026-06-24 02:06:07.232000+00:00,2026-06-24 02:06:09.073000+00:00,1.841,62799.207,62786.052,1.0,short,13.15,13.154999999998836
2026-06-24 02:06:13.133000+00:00,2026-06-24 02:06:13.563000+00:00,0.43,62793.178,62789.275,1.0,short,3.83,3.9029999999984284
2026-06-24 02:06:17.610000+00:00,2026-06-24 02:06:33.533000+00:00,15.923,62794.492,62803.208,1.0,short,3.25,-8.71600000000035
2026-06-24 02:06:36.158000+00:00,2026-06-24 02:06:40.215000+00:00,4.057,62804.256,62809.268,1.0,long,5.01,5.011999999995169
2026-06-24 02:06:49.685000+00:00,2026-06-24 02:06:50.705000+00:00,1.02,62813.911,62811.972,1.0,long,-1.94,-1.9389999999984866
2026-06-24 02:06:54.775000+00:00,2026-06-24 02:07:00.845000+00:00,6.07,62783.365,62783.047,1.0,long,-1.06,-0.3179999999993015
2026-06-24 02:07:02.135000+00:00,2026-06-24 02:07:06.275000+00:00,4.14,62784.648,62791.746,1.0,long,3.66,7.097999999998137
2026-06-24 02:07:07.505000+00:00,2026-06-24 02:07:11.545000+00:00,4.04,62793.064,62791.776,1.0,short,1.29,1.2880000000004657
2026-06-24 02:07:15.776000+00:00,2026-06-24 02:07:24.034000+00:00,8.258,62777.932,62785.311,1.0,long,3.85,7.379000000000815
2026-06-24 02:07:35.495000+00:00,2026-06-24 02:07:47.365000+00:00,11.87,62780.288,62772.858,1.0,long,-0.17,-7.430000000000291
2026-06-24 02:07:51.416000+00:00,2026-06-24 02:07:59.913000+00:00,8.497,62765.581,62769.491,1.0,long,6.36,3.9100000000034925
2026-06-24 02:08:07.793000+00:00,2026-06-24 02:08:11.293000+00:00,3.5,62760.982,62778.858,1.0,long,17.88,17.875999999996566
2026-06-24 02:08:12.913000+00:00,2026-06-24 02:08:16.363000+00:00,3.45,62775.867,62775.237,1.0,long,-0.63,-0.6299999999973807
2026-06-24 02:08:18.393000+00:00,2026-06-24 02:08:22.441000+00:00,4.048,62772.844,62771.552,1.0,long,-1.29,-1.2919999999940046
2026-06-24 02:08:25.670000+00:00,2026-06-24 02:08:29.729000+00:00,4.059,62769.199,62782.068,1.0,long,12.8,12.868999999998778
2026-06-24 02:08:34.573000+00:00,2026-06-24 02:08:38.622000+00:00,4.049,62776.589,62769.075,1.0,short,6.59,7.514000000002852
2026-06-24 02:08:41.653000+00:00,2026-06-24 02:08:45.703000+00:00,4.05,62768.519,62768.52,1.0,long,0.0,0.000999999996565748
2026-06-24 02:08:47.952000+00:00,2026-06-24 02:08:51.985000+00:00,4.033,62770.665,62765.505,1.0,short,5.16,5.1600000000034925
2026-06-24 02:08:55.823000+00:00,2026-06-24 02:08:59.854000+00:00,4.031,62759.512,62764.957,1.0,long,5.45,5.444999999999709
2026-06-24 02:09:02.735000+00:00,2026-06-24 02:09:02.995000+00:00,0.26,62787.258,62788.442,1.0,short,-1.18,-1.184000000001106
2026-06-24 02:09:07.045000+00:00,2026-06-24 02:09:10.312000+00:00,3.267,62801.277,62816.484,1.0,short,-4.27,-15.206999999994878
2026-06-24 02:09:13.564000+00:00,2026-06-24 02:09:14.396000+00:00,0.832,62826.098,62824.791,1.0,short,1.31,1.3070000000006985
2026-06-24 02:09:18.455000+00:00,2026-06-24 02:09:22.685000+00:00,4.23,62830.859,62824.929,1.0,short,5.93,5.930000000000291
2026-06-24 02:09:25.935000+00:00,2026-06-24 02:09:29.973000+00:00,4.038,62819.885,62830.517,1.0,long,10.42,10.631999999997788
2026-06-24 02:09:31.609000+00:00,2026-06-24 02:09:32.685000+00:00,1.076,62831.84,62828.464,1.0,short,3.07,3.3759999999965657
2026-06-24 02:09:36.724000+00:00,2026-06-24 02:09:42.855000+00:00,6.131,62832.242,62823.686,1.0,short,6.38,8.555999999996857
2026-06-24 02:09:45.875000+00:00,2026-06-24 02:09:48.514000+00:00,2.6390000000000002,62837.651,62820.206,1.0,short,17.45,17.44499999999971
2026-06-24 02:09:52.565000+00:00,2026-06-24 02:09:59.434000+00:00,6.869,62820.663,62819.198,1.0,short,4.79,1.4650000000037835
2026-06-24 02:09:59.665000+00:00,2026-06-24 02:10:00.325000+00:00,0.66,62824.366,62823.641,1.0,short,0.72,0.7249999999985448
2026-06-24 02:10:04.436000+00:00,2026-06-24 02:10:06.874000+00:00,2.438,62821.333,62810.142,1.0,short,10.5,11.190999999998894
2026-06-24 02:10:08.735000+00:00,2026-06-24 02:10:09.775000+00:00,1.04,62823.061,62815.348,1.0,short,7.71,7.713000000003376
2026-06-24 02:10:11.625000+00:00,2026-06-24 02:10:12.866000+00:00,1.241,62817.975,62817.708,1.0,short,0.26,0.2669999999998254
2026-06-24 02:10:16.918000+00:00,2026-06-24 02:10:19.735000+00:00,2.817,62814.411,62806.102,1.0,short,8.13,8.309000000001106
2026-06-24 02:10:23.806000+00:00,2026-06-24 02:10:28.906000+00:00,5.1,62812.23,62802.346,1.0,short,16.84,9.884000000005472
2026-06-24 02:10:34.155000+00:00,2026-06-24 02:11:07.425000+00:00,33.27,62803.058,62827.711,1.0,short,2.51,-24.653000000005704
2026-06-24 02:11:13.058000+00:00,2026-06-24 02:11:14.295000+00:00,1.237,62824.112,62823.349,1.0,long,-0.76,-0.7629999999990105
2026-06-24 02:11:15.736000+00:00,2026-06-24 02:11:19.795000+00:00,4.059,62823.486,62825.687,1.0,long,-0.84,2.2010000000009313
2026-06-24 02:11:25.854000+00:00,2026-06-24 02:11:32.107000+00:00,6.253,62846.341,62842.981,1.0,short,3.45,3.360000000000582
2026-06-24 02:11:35.965000+00:00,2026-06-24 02:11:40.004000+00:00,4.039,62840.481,62840.126,1.0,long,-0.36,-0.3550000000032014
2026-06-24 02:11:52.875000+00:00,2026-06-24 02:11:53.955000+00:00,1.08,62826.168,62829.455,1.0,long,3.29,3.2870000000039
2026-06-24 02:11:57.975000+00:00,2026-06-24 02:12:18.905000+00:00,20.93,62828.446,62818.321,1.0,long,1.88,-10.125
2026-06-24 02:12:26.555000+00:00,2026-06-24 02:12:34.645000+00:00,8.09,62828.778,62823.663,1.0,short,8.82,5.114999999997963
2026-06-24 02:12:39.274000+00:00,2026-06-24 02:12:44.543000+00:00,5.269,62822.523,62817.849,1.0,short,4.82,4.673999999999069
2026-06-24 02:12:48.595000+00:00,2026-06-24 02:12:52.826000+00:00,4.231,62817.59,62821.061,1.0,short,-3.79,-3.471000000005006
2026-06-24 02:12:55.853000+00:00,2026-06-24 02:12:59.912000+00:00,4.059,62819.517,62825.382,1.0,long,5.87,5.864999999997963
2026-06-24 02:13:15.003000+00:00,2026-06-24 02:13:25.883000+00:00,10.88,62819.622,62828.269,1.0,long,7.39,8.646999999997206
2026-06-24 02:13:31.903000+00:00,2026-06-24 02:13:34.983000+00:00,3.08,62833.261,62835.145,1.0,short,0.03,-1.8839999999981956
2026-06-24 02:13:39.058000+00:00,2026-06-24 02:13:44.873000+00:00,5.8149999999999995,62834.294,62829.696,1.0,short,2.21,4.597999999998137
2026-06-24 02:13:52.723000+00:00,2026-06-24 02:13:57.562000+00:00,4.839,62821.926,62838.025,1.0,long,16.19,16.09900000000198
2026-06-24 02:14:03.222000+00:00,2026-06-24 02:14:07.283000+00:00,4.061,62820.284,62820.295,1.0,short,-0.01,-0.010999999998603016
2026-06-24 02:14:15.924000+00:00,2026-06-24 02:14:18.355000+00:00,2.431,62803.095,62804.362,1.0,long,-0.5,1.2669999999998254
2026-06-24 02:14:19.185000+00:00,2026-06-24 02:14:23.245000+00:00,4.06,62805.625,62805.367,1.0,long,-3.59,-0.2580000000016298
2026-06-24 02:14:28.285000+00:00,2026-06-24 02:14:32.334000+00:00,4.049,62798.509,62798.659,1.0,long,0.15,0.1500000000014552
2026-06-24 02:14:37.365000+00:00,2026-06-24 02:14:54.885000+00:00,17.52,62800.411,62827.378,1.0,long,25.93,26.966999999996915
2026-06-24 02:14:55.315000+00:00,2026-06-24 02:14:59.375000+00:00,4.06,62827.395,62826.875,1.0,long,-0.52,-0.5199999999967986
2026-06-24 02:15:02.662000+00:00,2026-06-24 02:15:04.554000+00:00,1.892,62819.467,62822.657,1.0,long,3.19,3.1900000000023283
2026-06-24 02:15:05.984000+00:00,2026-06-24 02:15:08.035000+00:00,2.051,62815.195,62813.802,1.0,long,-4.74,-1.3929999999963911
2026-06-24 02:15:12.113000+00:00,2026-06-24 02:15:21.154000+00:00,9.041,62809.318,62805.215,1.0,long,2.07,-4.103000000002794
2026-06-24 02:15:25.214000+00:00,2026-06-24 02:15:28.233000+00:00,3.019,62801.673,62802.556,1.0,long,1.04,0.8829999999943539
2026-06-24 02:15:31.483000+00:00,2026-06-24 02:15:32.525000+00:00,1.042,62799.156,62796.394,1.0,long,-2.76,-2.7620000000024447
