,equity
2026-06-24 01:21:52+00:00,1002027.5600000315
2026-06-24 01:21:57+00:00,1002027.5700000315
2026-06-24 01:22:00+00:00,1002033.0700000315
2026-06-24 01:22:04+00:00,1002031.8700000315
2026-06-24 01:22:06+00:00,1002037.3700000315
2026-06-24 01:22:08+00:00,1002036.1700000316
2026-06-24 01:22:10+00:00,1002034.9700000316
2026-06-24 01:22:15+00:00,1002034.9600000316
2026-06-24 01:22:20+00:00,1002034.9700000316
2026-06-24 01:22:25+00:00,1002034.9800000316
2026-06-24 01:22:28+00:00,1002033.7800000317
2026-06-24 01:22:33+00:00,1002037.7800000317
2026-06-24 01:22:38+00:00,1002037.7900000317
2026-06-24 01:22:42+00:00,1002043.2900000317
2026-06-24 01:22:47+00:00,1002045.7300000316
2026-06-24 01:22:52+00:00,1002045.7300000316
2026-06-24 01:22:57+00:00,1002045.7400000317
2026-06-24 01:23:02+00:00,1002045.7300000316
2026-06-24 01:23:04+00:00,1002044.5300000317
2026-06-24 01:23:09+00:00,1002043.5800000317
2026-06-24 01:23:14+00:00,1002048.4600000317
2026-06-24 01:23:19+00:00,1002047.2600000318
2026-06-24 01:23:24+00:00,1002047.2700000318
2026-06-24 01:23:29+00:00,1002047.2800000318
2026-06-24 01:23:34+00:00,1002047.2800000318
2026-06-24 01:23:39+00:00,1002051.2700000318
2026-06-24 01:23:43+00:00,1002050.0700000318
2026-06-24 01:23:48+00:00,1002050.0700000318
2026-06-24 01:23:53+00:00,1002050.0700000318
2026-06-24 01:23:56+00:00,1002048.8700000319
2026-06-24 01:24:00+00:00,1002054.3700000319
2026-06-24 01:24:02+00:00,1002053.1700000319
2026-06-24 01:24:07+00:00,1002053.180000032
2026-06-24 01:24:09+00:00,1002051.980000032
2026-06-24 01:24:14+00:00,1002051.970000032
2026-06-24 01:24:19+00:00,1002051.980000032
2026-06-24 01:24:24+00:00,1002051.970000032
2026-06-24 01:24:28+00:00,1002050.770000032
2026-06-24 01:24:31+00:00,1002056.270000032
2026-06-24 01:24:33+00:00,1002055.0700000321
2026-06-24 01:24:38+00:00,1002056.1900000321
2026-06-24 01:24:42+00:00,1002054.9900000321
2026-06-24 01:24:44+00:00,1002053.7900000322
2026-06-24 01:24:47+00:00,1002059.2900000322
2026-06-24 01:24:52+00:00,1002058.0900000322
2026-06-24 01:24:55+00:00,1002056.8900000323
2026-06-24 01:25:00+00:00,1002062.3900000323
2026-06-24 01:25:05+00:00,1002062.4000000323
2026-06-24 01:25:09+00:00,1002067.9000000323
2026-06-24 01:25:12+00:00,1002066.7000000323
2026-06-24 01:25:16+00:00,1002065.5000000324
2026-06-24 01:25:19+00:00,1002071.0000000324
2026-06-24 01:25:24+00:00,1002074.9900000324
2026-06-24 01:25:29+00:00,1002076.9800000323
2026-06-24 01:25:34+00:00,1002076.9700000323
2026-06-24 01:25:36+00:00,1002075.7700000324
2026-06-24 01:25:41+00:00,1002075.7800000324
2026-06-24 01:25:46+00:00,1002075.7800000324
2026-06-24 01:25:49+00:00,1002074.5800000324
2026-06-24 01:25:54+00:00,1002080.0800000324
2026-06-24 01:25:59+00:00,1002078.8800000325
2026-06-24 01:26:01+00:00,1002077.6800000325
2026-06-24 01:26:06+00:00,1002077.6800000325
2026-06-24 01:26:08+00:00,1002076.4800000326
2026-06-24 01:26:13+00:00,1002076.4800000326
2026-06-24 01:26:18+00:00,1002076.4800000326
2026-06-24 01:26:23+00:00,1002076.4800000326
2026-06-24 01:26:28+00:00,1002081.5200000326
2026-06-24 01:26:31+00:00,1002080.3200000327
2026-06-24 01:26:36+00:00,1002080.3200000327
2026-06-24 01:26:41+00:00,1002080.3200000327
2026-06-24 01:26:46+00:00,1002080.3200000327
2026-06-24 01:26:51+00:00,1002080.3200000327
2026-06-24 01:26:56+00:00,1002080.3200000327
2026-06-24 01:27:00+00:00,1002079.1200000327
2026-06-24 01:27:05+00:00,1002081.7700000327
2026-06-24 01:27:10+00:00,1002081.7800000327
2026-06-24 01:27:15+00:00,1002081.7900000327
2026-06-24 01:27:20+00:00,1002081.2100000328
2026-06-24 01:27:22+00:00,1002080.0100000328
2026-06-24 01:27:27+00:00,1002080.0000000328
2026-06-24 01:27:32+00:00,1002084.7300000328
2026-06-24 01:27:37+00:00,1002084.7300000328
2026-06-24 01:27:42+00:00,1002087.3100000328
2026-06-24 01:27:47+00:00,1002087.3000000328
2026-06-24 01:27:52+00:00,1002087.2900000327
2026-06-24 01:27:57+00:00,1002087.3000000328
2026-06-24 01:28:02+00:00,1002087.3000000328
2026-06-24 01:28:07+00:00,1002087.2900000327
2026-06-24 01:28:12+00:00,1002087.2900000327
2026-06-24 01:28:15+00:00,1002086.0900000328
2026-06-24 01:28:20+00:00,1002086.0900000328
2026-06-24 01:28:25+00:00,1002089.8000000328
2026-06-24 01:28:30+00:00,1002089.8100000328
2026-06-24 01:28:35+00:00,1002089.8000000328
2026-06-24 01:28:40+00:00,1002089.8000000328
2026-06-24 01:28:44+00:00,1002095.3000000328
2026-06-24 01:28:48+00:00,1002094.1000000328
2026-06-24 01:28:53+00:00,1002094.1000000328
2026-06-24 01:28:58+00:00,1002094.1100000328
2026-06-24 01:29:03+00:00,1002092.9600000328
2026-06-24 01:29:08+00:00,1002092.9700000328
2026-06-24 01:29:13+00:00,1002092.9700000328
2026-06-24 01:29:18+00:00,1002092.9700000328
2026-06-24 01:29:23+00:00,1002092.9700000328
2026-06-24 01:29:28+00:00,1002092.9800000328
2026-06-24 01:29:33+00:00,1002092.9900000328
2026-06-24 01:29:38+00:00,1002092.9900000328
2026-06-24 01:29:43+00:00,1002092.9900000328
2026-06-24 01:29:48+00:00,1002092.9700000328
2026-06-24 01:29:53+00:00,1002097.7000000328
2026-06-24 01:29:57+00:00,1002096.5000000328
2026-06-24 01:30:00+00:00,1002102.0000000328
2026-06-24 01:30:02+00:00,1002100.8000000329
2026-06-24 01:30:05+00:00,1002099.6000000329
2026-06-24 01:30:10+00:00,1002104.0700000329
2026-06-24 01:30:13+00:00,1002109.5700000329
2026-06-24 01:30:18+00:00,1002108.3700000329
2026-06-24 01:30:23+00:00,1002113.4800000329
2026-06-24 01:30:25+00:00,1002112.280000033
2026-06-24 01:30:30+00:00,1002112.290000033
2026-06-24 01:30:35+00:00,1002116.290000033
2026-06-24 01:30:39+00:00,1002121.790000033
2026-06-24 01:30:44+00:00,1002121.790000033
2026-06-24 01:30:49+00:00,1002123.790000033
2026-06-24 01:30:54+00:00,1002123.800000033
2026-06-24 01:30:59+00:00,1002123.800000033
2026-06-24 01:31:03+00:00,1002122.600000033
2026-06-24 01:31:05+00:00,1002128.100000033
2026-06-24 01:31:10+00:00,1002128.100000033
2026-06-24 01:31:12+00:00,1002133.600000033
2026-06-24 01:31:17+00:00,1002136.820000033
2026-06-24 01:31:21+00:00,1002135.620000033
2026-06-24 01:31:26+00:00,1002134.4200000331
2026-06-24 01:31:31+00:00,1002133.2200000332
2026-06-24 01:31:36+00:00,1002137.2200000332
2026-06-24 01:31:38+00:00,1002136.0200000332
2026-06-24 01:31:43+00:00,1002136.0200000332
2026-06-24 01:31:45+00:00,1002141.5200000332
2026-06-24 01:31:48+00:00,1002140.3200000332
2026-06-24 01:31:53+00:00,1002140.3200000332
2026-06-24 01:31:57+00:00,1002139.1200000333
2026-06-24 01:31:59+00:00,1002137.9200000333
2026-06-24 01:32:01+00:00,1002143.4200000333
2026-06-24 01:32:03+00:00,1002148.9200000333
2026-06-24 01:32:05+00:00,1002154.4200000333
2026-06-24 01:32:07+00:00,1002153.2200000334
2026-06-24 01:32:09+00:00,1002158.7200000334
2026-06-24 01:32:12+00:00,1002157.5200000334
2026-06-24 01:32:14+00:00,1002156.3200000335
2026-06-24 01:32:16+00:00,1002155.1200000335
2026-06-24 01:32:18+00:00,1002153.9200000336
2026-06-24 01:32:22+00:00,1002152.7200000336
2026-06-24 01:32:25+00:00,1002158.2200000336
2026-06-24 01:32:27+00:00,1002157.0200000337
2026-06-24 01:32:32+00:00,1002157.0200000337
2026-06-24 01:32:37+00:00,1002157.0300000337
2026-06-24 01:32:42+00:00,1002155.8300000337
2026-06-24 01:32:45+00:00,1002161.3300000337
2026-06-24 01:32:50+00:00,1002160.1300000338
2026-06-24 01:32:52+00:00,1002165.6300000338
2026-06-24 01:32:57+00:00,1002165.6200000338
2026-06-24 01:33:02+00:00,1002171.1200000338
2026-06-24 01:33:04+00:00,1002169.9200000338
2026-06-24 01:33:06+00:00,1002175.4200000338
2026-06-24 01:33:08+00:00,1002174.2200000338
2026-06-24 01:33:10+00:00,1002179.7200000338
2026-06-24 01:33:15+00:00,1002181.6500000339
2026-06-24 01:33:18+00:00,1002180.450000034
2026-06-24 01:33:20+00:00,1002179.250000034
2026-06-24 01:33:22+00:00,1002178.050000034
2026-06-24 01:33:27+00:00,1002182.050000034
2026-06-24 01:33:30+00:00,1002180.8500000341
2026-06-24 01:33:35+00:00,1002179.6500000341
2026-06-24 01:33:37+00:00,1002185.1500000341
2026-06-24 01:33:42+00:00,1002185.1500000341
2026-06-24 01:33:47+00:00,1002185.1600000341
2026-06-24 01:33:52+00:00,1002190.6600000341
2026-06-24 01:33:57+00:00,1002190.6600000341
2026-06-24 01:34:01+00:00,1002196.1600000341
2026-06-24 01:34:04+00:00,1002194.9600000342
2026-06-24 01:34:09+00:00,1002197.3500000342
2026-06-24 01:34:12+00:00,1002196.1500000342
2026-06-24 01:34:17+00:00,1002196.1500000342
2026-06-24 01:34:22+00:00,1002196.1500000342
2026-06-24 01:34:27+00:00,1002196.1600000343
2026-06-24 01:34:32+00:00,1002196.1500000342
2026-06-24 01:34:36+00:00,1002194.9500000343
2026-06-24 01:34:41+00:00,1002193.7500000343
2026-06-24 01:34:46+00:00,1002192.5500000344
2026-06-24 01:34:51+00:00,1002192.5500000344
2026-06-24 01:34:53+00:00,1002191.3500000344
2026-06-24 01:34:55+00:00,1002196.8500000344
2026-06-24 01:35:00+00:00,1002202.3500000344
2026-06-24 01:35:05+00:00,1002202.3500000344
2026-06-24 01:35:07+00:00,1002207.8500000344
2026-06-24 01:35:09+00:00,1002206.6500000345
2026-06-24 01:35:14+00:00,1002206.6600000345
2026-06-24 01:35:19+00:00,1002206.6600000345
2026-06-24 01:35:24+00:00,1002206.2200000344
2026-06-24 01:35:27+00:00,1002205.0200000345
2026-06-24 01:35:31+00:00,1002203.8200000345
2026-06-24 01:35:33+00:00,1002209.3200000345
2026-06-24 01:35:36+00:00,1002208.1200000346
2026-06-24 01:35:38+00:00,1002213.6200000346
2026-06-24 01:35:40+00:00,1002212.4200000346
2026-06-24 01:35:45+00:00,1002217.2600000346
2026-06-24 01:35:47+00:00,1002222.7600000346
2026-06-24 01:35:52+00:00,1002221.5600000346
2026-06-24 01:35:57+00:00,1002225.5600000346
2026-06-24 01:36:02+00:00,1002227.0200000346
2026-06-24 01:36:07+00:00,1002227.0200000346
2026-06-24 01:36:10+00:00,1002225.8200000346
2026-06-24 01:36:15+00:00,1002229.8300000346
2026-06-24 01:36:20+00:00,1002229.8400000347
2026-06-24 01:36:23+00:00,1002235.3400000347
2026-06-24 01:36:27+00:00,1002234.1400000347
2026-06-24 01:36:30+00:00,1002239.6400000347
2026-06-24 01:36:35+00:00,1002239.6500000347
2026-06-24 01:36:40+00:00,1002238.4500000348
2026-06-24 01:36:43+00:00,1002237.2500000348
2026-06-24 01:36:48+00:00,1002239.6000000348
2026-06-24 01:36:50+00:00,1002238.4000000348
2026-06-24 01:36:52+00:00,1002243.9000000348
2026-06-24 01:36:57+00:00,1002245.1700000349
2026-06-24 01:37:01+00:00,1002243.9700000349
2026-06-24 01:37:06+00:00,1002249.4700000349
2026-06-24 01:37:09+00:00,1002248.270000035
2026-06-24 01:37:11+00:00,1002247.070000035
2026-06-24 01:37:16+00:00,1002252.570000035
2026-06-24 01:37:18+00:00,1002251.370000035
2026-06-24 01:37:23+00:00,1002251.380000035
2026-06-24 01:37:27+00:00,1002256.880000035
2026-06-24 01:37:31+00:00,1002255.6800000351
2026-06-24 01:37:33+00:00,1002261.1800000351
2026-06-24 01:37:35+00:00,1002259.9800000351
2026-06-24 01:37:39+00:00,1002265.4800000351
2026-06-24 01:37:43+00:00,1002264.2800000352
2026-06-24 01:37:45+00:00,1002263.0800000352
2026-06-24 01:37:50+00:00,1002267.0800000352
2026-06-24 01:37:55+00:00,1002268.8800000353
2026-06-24 01:38:00+00:00,1002270.6900000353
2026-06-24 01:38:05+00:00,1002269.4900000354
2026-06-24 01:38:10+00:00,1002269.4900000354
2026-06-24 01:38:15+00:00,1002273.4800000354
2026-06-24 01:38:20+00:00,1002273.4800000354
2026-06-24 01:38:25+00:00,1002273.4800000354
2026-06-24 01:38:30+00:00,1002276.6400000354
2026-06-24 01:38:32+00:00,1002275.4400000355
2026-06-24 01:38:37+00:00,1002275.1100000355
2026-06-24 01:38:40+00:00,1002273.9100000355
2026-06-24 01:38:45+00:00,1002273.9100000355
2026-06-24 01:38:49+00:00,1002272.7100000356
2026-06-24 01:38:54+00:00,1002272.7100000356
2026-06-24 01:38:59+00:00,1002272.2400000356
2026-06-24 01:39:04+00:00,1002272.2500000356
2026-06-24 01:39:09+00:00,1002272.7100000356
2026-06-24 01:39:14+00:00,1002272.7100000356
2026-06-24 01:39:19+00:00,1002272.7100000356
2026-06-24 01:39:24+00:00,1002272.7000000356
2026-06-24 01:39:26+00:00,1002271.5000000356
2026-06-24 01:39:31+00:00,1002273.4900000356
2026-06-24 01:39:36+00:00,1002272.2900000357
2026-06-24 01:39:41+00:00,1002272.2900000357
2026-06-24 01:39:45+00:00,1002271.0900000357
2026-06-24 01:39:50+00:00,1002271.0900000357
2026-06-24 01:39:55+00:00,1002271.0900000357
2026-06-24 01:39:59+00:00,1002269.8900000358
2026-06-24 01:40:04+00:00,1002269.8900000358
2026-06-24 01:40:09+00:00,1002269.9000000358
2026-06-24 01:40:14+00:00,1002268.7000000358
2026-06-24 01:40:18+00:00,1002274.2000000358
2026-06-24 01:40:20+00:00,1002273.0000000359
2026-06-24 01:40:25+00:00,1002273.0100000359
2026-06-24 01:40:28+00:00,1002271.8100000359
2026-06-24 01:40:33+00:00,1002270.610000036
2026-06-24 01:40:38+00:00,1002270.600000036
2026-06-24 01:40:42+00:00,1002276.100000036
2026-06-24 01:40:47+00:00,1002276.110000036
2026-06-24 01:40:52+00:00,1002276.110000036
2026-06-24 01:40:56+00:00,1002274.910000036
2026-06-24 01:41:00+00:00,1002273.710000036
2026-06-24 01:41:02+00:00,1002272.5100000361
2026-06-24 01:41:07+00:00,1002272.5100000361
2026-06-24 01:41:10+00:00,1002271.3100000361
2026-06-24 01:41:15+00:00,1002271.3200000362
2026-06-24 01:41:20+00:00,1002271.3300000362
2026-06-24 01:41:25+00:00,1002271.3400000362
2026-06-24 01:41:30+00:00,1002271.3400000362
2026-06-24 01:41:35+00:00,1002271.3500000362
2026-06-24 01:41:37+00:00,1002270.1500000362
2026-06-24 01:41:42+00:00,1002270.1500000362
2026-06-24 01:41:44+00:00,1002268.9500000363
2026-06-24 01:41:49+00:00,1002268.9600000363
2026-06-24 01:41:54+00:00,1002273.2500000363
2026-06-24 01:41:59+00:00,1002272.0500000364
2026-06-24 01:42:02+00:00,1002277.5500000364
2026-06-24 01:42:07+00:00,1002280.5800000364
2026-06-24 01:42:12+00:00,1002280.5800000364
2026-06-24 01:42:14+00:00,1002279.3800000364
2026-06-24 01:42:17+00:00,1002278.1800000365
2026-06-24 01:42:22+00:00,1002278.1800000365
2026-06-24 01:42:25+00:00,1002276.9800000365
2026-06-24 01:42:27+00:00,1002275.7800000366
2026-06-24 01:42:29+00:00,1002274.5800000366
2026-06-24 01:42:34+00:00,1002274.5800000366
2026-06-24 01:42:39+00:00,1002273.3800000367
2026-06-24 01:42:44+00:00,1002273.3700000367
2026-06-24 01:42:49+00:00,1002272.1700000367
2026-06-24 01:42:51+00:00,1002270.9700000368
2026-06-24 01:42:56+00:00,1002273.0100000368
2026-06-24 01:42:58+00:00,1002271.8100000368
2026-06-24 01:43:01+00:00,1002277.3100000368
2026-06-24 01:43:06+00:00,1002276.1100000369
2026-06-24 01:43:10+00:00,1002281.6100000369
2026-06-24 01:43:15+00:00,1002281.6100000369
2026-06-24 01:43:20+00:00,1002281.6100000369
2026-06-24 01:43:25+00:00,1002281.6000000369
2026-06-24 01:43:30+00:00,1002281.6000000369
2026-06-24 01:43:33+00:00,1002280.4000000369
2026-06-24 01:43:38+00:00,1002280.4000000369
2026-06-24 01:43:43+00:00,1002280.4000000369
2026-06-24 01:43:48+00:00,1002280.4000000369
2026-06-24 01:43:53+00:00,1002280.4000000369
2026-06-24 01:43:58+00:00,1002279.200000037
2026-06-24 01:44:03+00:00,1002279.200000037
2026-06-24 01:44:08+00:00,1002278.000000037
2026-06-24 01:44:13+00:00,1002278.000000037
2026-06-24 01:44:15+00:00,1002276.8000000371
2026-06-24 01:44:17+00:00,1002282.3000000371
2026-06-24 01:44:22+00:00,1002282.3000000371
2026-06-24 01:44:26+00:00,1002281.1000000371
2026-06-24 01:44:31+00:00,1002286.1500000372
2026-06-24 01:44:36+00:00,1002286.1500000372
2026-06-24 01:44:41+00:00,1002286.1500000372
2026-06-24 01:44:44+00:00,1002291.6500000372
2026-06-24 01:44:49+00:00,1002295.6400000372
2026-06-24 01:44:54+00:00,1002295.6400000372
2026-06-24 01:44:59+00:00,1002295.6300000371
2026-06-24 01:45:03+00:00,1002294.4300000372
2026-06-24 01:45:06+00:00,1002299.9300000372
2026-06-24 01:45:11+00:00,1002305.4300000372
2026-06-24 01:45:13+00:00,1002310.9300000372
2026-06-24 01:45:18+00:00,1002312.2000000372
2026-06-24 01:45:23+00:00,1002312.2000000372
2026-06-24 01:45:28+00:00,1002316.9600000372
2026-06-24 01:45:30+00:00,1002315.7600000373
2026-06-24 01:45:33+00:00,1002314.5600000373
2026-06-24 01:45:38+00:00,1002318.5600000373
2026-06-24 01:45:43+00:00,1002320.6700000373
2026-06-24 01:45:48+00:00,1002320.6700000373
2026-06-24 01:45:53+00:00,1002320.6600000373
2026-06-24 01:45:55+00:00,1002326.1600000373
2026-06-24 01:45:59+00:00,1002324.9600000373
2026-06-24 01:46:04+00:00,1002326.7000000373
2026-06-24 01:46:09+00:00,1002326.6900000373
2026-06-24 01:46:14+00:00,1002326.7000000373
2026-06-24 01:46:16+00:00,1002332.2000000373
2026-06-24 01:46:21+00:00,1002332.2000000373
2026-06-24 01:46:26+00:00,1002334.1900000373
2026-06-24 01:46:31+00:00,1002334.1900000373
2026-06-24 01:46:36+00:00,1002334.1900000373
2026-06-24 01:46:41+00:00,1002334.1900000373
2026-06-24 01:46:46+00:00,1002334.1900000373
2026-06-24 01:46:51+00:00,1002334.2000000373
2026-06-24 01:46:56+00:00,1002334.2000000373
2026-06-24 01:47:01+00:00,1002334.2000000373
2026-06-24 01:47:06+00:00,1002334.2100000373
2026-06-24 01:47:11+00:00,1002334.2100000373
2026-06-24 01:47:16+00:00,1002334.9400000373
2026-06-24 01:47:21+00:00,1002334.9300000373
2026-06-24 01:47:26+00:00,1002334.9200000373
2026-06-24 01:47:31+00:00,1002334.9200000373
2026-06-24 01:47:36+00:00,1002334.9300000373
2026-06-24 01:47:41+00:00,1002334.9400000373
2026-06-24 01:47:43+00:00,1002333.7400000374
2026-06-24 01:47:48+00:00,1002333.7400000374
2026-06-24 01:47:50+00:00,1002332.5400000374
2026-06-24 01:47:55+00:00,1002332.5500000374
2026-06-24 01:48:00+00:00,1002332.5400000374
2026-06-24 01:48:02+00:00,1002338.0400000374
2026-06-24 01:48:07+00:00,1002338.0300000374
2026-06-24 01:48:12+00:00,1002336.8700000374
2026-06-24 01:48:17+00:00,1002339.7000000373
2026-06-24 01:48:22+00:00,1002338.8100000373
2026-06-24 01:48:27+00:00,1002343.4200000373
2026-06-24 01:48:31+00:00,1002342.2200000373
2026-06-24 01:48:36+00:00,1002342.2300000374
2026-06-24 01:48:41+00:00,1002342.2200000373
2026-06-24 01:48:44+00:00,1002341.0200000374
2026-06-24 01:48:49+00:00,1002341.0300000374
2026-06-24 01:48:54+00:00,1002342.4900000374
2026-06-24 01:48:59+00:00,1002342.4900000374
2026-06-24 01:49:01+00:00,1002341.2900000374
2026-06-24 01:49:06+00:00,1002341.2900000374
2026-06-24 01:49:11+00:00,1002341.2900000374
2026-06-24 01:49:16+00:00,1002341.2800000374
2026-06-24 01:49:21+00:00,1002341.7600000374
2026-06-24 01:49:26+00:00,1002342.2300000374
2026-06-24 01:49:31+00:00,1002342.7200000373
2026-06-24 01:49:33+00:00,1002341.5200000374
2026-06-24 01:49:38+00:00,1002347.0200000374
2026-06-24 01:49:43+00:00,1002346.9900000374
2026-06-24 01:49:48+00:00,1002347.0000000374
2026-06-24 01:49:53+00:00,1002346.0900000373
2026-06-24 01:49:58+00:00,1002346.1000000373
2026-06-24 01:50:03+00:00,1002347.3100000373
2026-06-24 01:50:08+00:00,1002347.3100000373
2026-06-24 01:50:13+00:00,1002347.3000000373
2026-06-24 01:50:16+00:00,1002346.1000000373
2026-06-24 01:50:18+00:00,1002351.6000000373
2026-06-24 01:50:20+00:00,1002350.4000000374
2026-06-24 01:50:25+00:00,1002353.6100000374
2026-06-24 01:50:30+00:00,1002353.6100000374
2026-06-24 01:50:35+00:00,1002353.6200000374
2026-06-24 01:50:40+00:00,1002353.6300000374
2026-06-24 01:50:43+00:00,1002359.1300000374
2026-06-24 01:50:48+00:00,1002359.1200000374
2026-06-24 01:50:53+00:00,1002363.1200000374
2026-06-24 01:50:58+00:00,1002363.1100000374
2026-06-24 01:51:00+00:00,1002361.9100000374
2026-06-24 01:51:02+00:00,1002367.4100000374
2026-06-24 01:51:07+00:00,1002367.4000000374
2026-06-24 01:51:12+00:00,1002368.2500000374
2026-06-24 01:51:17+00:00,1002368.2400000374
2026-06-24 01:51:22+00:00,1002373.7400000374
2026-06-24 01:51:27+00:00,1002373.7300000374
2026-06-24 01:51:32+00:00,1002373.7300000374
2026-06-24 01:51:35+00:00,1002379.2300000374
2026-06-24 01:51:37+00:00,1002384.7300000374
2026-06-24 01:51:42+00:00,1002386.4000000374
2026-06-24 01:51:47+00:00,1002391.9000000374
2026-06-24 01:51:52+00:00,1002390.7000000374
2026-06-24 01:51:57+00:00,1002393.4000000374
2026-06-24 01:52:02+00:00,1002393.4000000374
2026-06-24 01:52:07+00:00,1002394.7000000374
2026-06-24 01:52:09+00:00,1002393.5000000375
2026-06-24 01:52:14+00:00,1002393.4900000375
2026-06-24 01:52:19+00:00,1002393.4900000375
2026-06-24 01:52:24+00:00,1002398.9900000375
2026-06-24 01:52:27+00:00,1002397.7900000375
2026-06-24 01:52:32+00:00,1002397.7900000375
2026-06-24 01:52:37+00:00,1002397.7800000375
2026-06-24 01:52:41+00:00,1002403.2800000375
2026-06-24 01:52:46+00:00,1002402.0800000376
2026-06-24 01:52:51+00:00,1002402.0700000376
2026-06-24 01:52:56+00:00,1002402.0800000376
2026-06-24 01:53:01+00:00,1002402.0900000376
2026-06-24 01:53:06+00:00,1002407.0400000375
2026-06-24 01:53:10+00:00,1002412.5400000375
2026-06-24 01:53:15+00:00,1002412.5400000375
2026-06-24 01:53:17+00:00,1002411.3400000376
2026-06-24 01:53:22+00:00,1002411.3300000376
2026-06-24 01:53:24+00:00,1002410.1300000376
2026-06-24 01:53:29+00:00,1002410.1300000376
2026-06-24 01:53:33+00:00,1002408.9300000377
2026-06-24 01:53:38+00:00,1002408.9300000377
2026-06-24 01:53:43+00:00,1002410.3500000377
2026-06-24 01:53:48+00:00,1002410.3500000377
2026-06-24 01:53:53+00:00,1002410.3500000377
2026-06-24 01:53:58+00:00,1002410.3500000377
2026-06-24 01:54:03+00:00,1002410.3600000377
2026-06-24 01:54:08+00:00,1002410.3600000377
2026-06-24 01:54:13+00:00,1002410.3600000377
2026-06-24 01:54:18+00:00,1002410.3700000377
2026-06-24 01:54:20+00:00,1002409.1700000378
2026-06-24 01:54:25+00:00,1002409.1700000378
2026-06-24 01:54:29+00:00,1002414.6700000378
2026-06-24 01:54:34+00:00,1002414.6700000378
2026-06-24 01:54:39+00:00,1002414.6600000378
2026-06-24 01:54:41+00:00,1002413.4600000378
2026-06-24 01:54:46+00:00,1002413.4600000378
2026-06-24 01:54:51+00:00,1002413.4600000378
2026-06-24 01:54:56+00:00,1002413.8100000378
2026-06-24 01:55:01+00:00,1002413.8100000378
2026-06-24 01:55:06+00:00,1002413.8100000378
2026-06-24 01:55:11+00:00,1002412.6100000378
2026-06-24 01:55:15+00:00,1002411.4100000379
2026-06-24 01:55:20+00:00,1002411.4200000379
2026-06-24 01:55:22+00:00,1002416.9200000379
2026-06-24 01:55:24+00:00,1002415.7200000379
2026-06-24 01:55:29+00:00,1002419.7200000379
2026-06-24 01:55:31+00:00,1002418.520000038
2026-06-24 01:55:36+00:00,1002420.530000038
2026-06-24 01:55:41+00:00,1002422.540000038
2026-06-24 01:55:44+00:00,1002421.340000038
2026-06-24 01:55:49+00:00,1002421.330000038
2026-06-24 01:55:54+00:00,1002421.320000038
2026-06-24 01:55:59+00:00,1002421.320000038
2026-06-24 01:56:01+00:00,1002420.1200000381
2026-06-24 01:56:06+00:00,1002420.1200000381
2026-06-24 01:56:11+00:00,1002420.110000038
2026-06-24 01:56:15+00:00,1002418.9100000381
2026-06-24 01:56:20+00:00,1002417.7100000381
2026-06-24 01:56:25+00:00,1002417.7000000381
2026-06-24 01:56:30+00:00,1002417.6900000381
2026-06-24 01:56:32+00:00,1002416.4900000382
2026-06-24 01:56:37+00:00,1002416.5000000382
2026-06-24 01:56:42+00:00,1002416.5100000382
2026-06-24 01:56:47+00:00,1002418.5100000382
2026-06-24 01:56:50+00:00,1002417.3100000382
2026-06-24 01:56:55+00:00,1002417.3100000382
2026-06-24 01:57:00+00:00,1002417.3200000382
2026-06-24 01:57:02+00:00,1002416.1200000383
2026-06-24 01:57:07+00:00,1002416.1200000383
2026-06-24 01:57:12+00:00,1002416.1200000383
2026-06-24 01:57:17+00:00,1002416.7700000383
2026-06-24 01:57:22+00:00,1002416.7700000383
2026-06-24 01:57:27+00:00,1002416.7600000383
2026-06-24 01:57:32+00:00,1002416.7600000383
2026-06-24 01:57:37+00:00,1002416.7500000383
2026-06-24 01:57:42+00:00,1002415.9100000383
2026-06-24 01:57:47+00:00,1002415.9100000383
2026-06-24 01:57:52+00:00,1002420.5400000383
2026-06-24 01:57:56+00:00,1002419.3400000384
2026-06-24 01:57:58+00:00,1002424.8400000384
2026-06-24 01:58:03+00:00,1002426.3900000384
2026-06-24 01:58:06+00:00,1002425.1900000385
2026-06-24 01:58:11+00:00,1002425.1800000385
2026-06-24 01:58:13+00:00,1002423.9800000385
2026-06-24 01:58:17+00:00,1002422.7800000386
2026-06-24 01:58:22+00:00,1002422.7800000386
2026-06-24 01:58:27+00:00,1002422.7800000386
2026-06-24 01:58:32+00:00,1002422.7900000386
2026-06-24 01:58:37+00:00,1002422.7900000386
2026-06-24 01:58:42+00:00,1002422.7900000386
2026-06-24 01:58:47+00:00,1002422.7800000386
2026-06-24 01:58:52+00:00,1002422.7800000386
2026-06-24 01:58:57+00:00,1002422.7800000386
2026-06-24 01:59:00+00:00,1002428.2800000386
2026-06-24 01:59:03+00:00,1002427.0800000386
2026-06-24 01:59:08+00:00,1002427.0800000386
2026-06-24 01:59:13+00:00,1002427.0900000386
2026-06-24 01:59:18+00:00,1002427.0900000386
2026-06-24 01:59:23+00:00,1002427.0900000386
2026-06-24 01:59:28+00:00,1002427.0900000386
2026-06-24 01:59:33+00:00,1002427.0900000386
2026-06-24 01:59:38+00:00,1002427.0900000386
2026-06-24 01:59:43+00:00,1002427.0900000386
2026-06-24 01:59:48+00:00,1002427.1000000386
